"","School","Conf","W","L","PPG","PPG_Allowed","Pace","MOV","SOS","OSRS","DSRS","Adj_ORtg","Adj_DRtg","year"
"1","South Carolina","SEC",38,0,85.4,56.6,74.1,28.89,16.37,26.76,18.51,123.17,63.87,2024
"2","UConn","Big East",33,6,79.7,57.2,71.4,22.46,16.62,22.09,15.56,119.66,68.22,2024
"3","Iowa","Big Ten",34,5,91,71.9,76.7,19.1,17.95,32.73,4.32,126.21,77.95,2024
"4","Texas","Big 12",33,5,80.1,57.7,71.5,22.42,14.05,21.14,15.33,119.16,69.75,2024
"5","LSU","SEC",31,6,85.9,63.3,77.9,22.59,11.46,25.71,8.34,116.36,73.55,2024
"6","UCLA","Pac-12",27,7,77.3,61.1,71.5,16.18,17.82,19.24,14.76,116.38,70.44,2024
"7","Stanford","Pac-12",30,6,77.5,60,68.7,17.47,16.43,20.62,13.28,120.63,73.71,2024
"8","Notre Dame","ACC",28,7,78.6,61.1,74.4,17.51,14.74,19.24,13.02,110.98,68.75,2024
"9","Ohio State","Big Ten",26,6,79.3,64,73.9,15.31,16.76,19.21,12.58,114.75,72.47,2024
"10","NC State","ACC",31,7,73.4,60.7,71.7,12.71,17.7,16.26,14.15,111.21,70.86,2024
"11","USC","Pac-12",29,6,74.9,62.5,70.4,12.43,17.78,17.79,12.41,114.98,73.58,2024
"12","Indiana","Big Ten",26,6,79.5,64.4,71.4,15.13,14.38,18.03,11.47,117.01,77.45,2024
"13","Utah","Pac-12",23,11,77.4,62,69.7,15.38,15.46,18.07,10.62,116.61,77.84,2024
"14","Colorado","Pac-12",24,10,75.2,64.3,71.5,10.94,17.67,17.75,10.86,113.65,74.96,2024
"15","Baylor","Big 12",26,8,74.8,60.4,73.9,14.38,13.86,16.15,12.09,109.1,71.37,2024
"16","Kansas State","Big 12",26,8,71.7,57.9,71.2,13.74,14.42,11.85,16.3,107.42,69.68,2024
"17","Oregon State","Pac-12",27,8,70.9,59.8,67.7,11.17,16.76,13.53,14.41,112.39,74.17,2024
"18","Duke","ACC",22,12,68.2,57.9,69.1,10.32,17.25,10.02,17.55,106.7,69.53,2024
"19","West Virginia","Big 12",25,8,73.7,57.8,73,15.85,11.67,13.54,13.98,107.91,71.61,2024
"20","Virginia Tech","ACC",25,8,75.2,61.7,68.9,13.48,13.4,15.29,11.59,115.94,79.24,2024
"21","Michigan State","Big Ten",22,9,82.8,67,74,15.77,10.91,20.65,6.04,116.3,81.28,2024
"22","Gonzaga","WCC",32,4,80,60.3,68.3,19.67,6.64,17.97,8.33,119.17,82.28,2024
"23","Louisville","ACC",24,10,73.4,63.3,71.6,10.09,14.48,14.18,10.39,111.6,78.32,2024
"24","Tennessee","SEC",20,13,76.3,69.7,74.1,6.58,17.97,17.87,6.68,112.23,80.01,2024
"25","Penn State","Big Ten",22,13,82.7,71.8,77,10.91,12.65,22.4,1.16,112.41,81.94,2024
"26","Oklahoma","Big 12",23,10,76.5,69.1,77.3,7.36,15.85,18.36,4.85,107.33,76.94,2024
"27","Creighton","Big East",26,6,73.4,62.8,67.9,10.59,12.53,14.72,8.4,114.53,82.61,2024
"28","Iowa State","Big 12",21,12,75.4,69.1,72.1,6.24,16.7,16.35,6.59,112.52,81.94,2024
"29","Nebraska","Big Ten",23,12,72.4,64.2,70.5,8.2,14.64,12.43,10.41,108.65,77.42,2024
"30","Maryland","Big Ten",19,14,77.9,73.3,76.2,4.64,17.97,18.54,4.06,109.79,80.39,2024
"31","Washington State","Pac-12",21,15,69.1,61.8,67.6,7.31,14.57,10.26,11.62,108.25,78.62,2024
"32","Alabama","SEC",24,10,73.1,62.2,71.3,10.94,10.84,11.9,9.88,108.02,78.64,2024
"33","Ole Miss","SEC",24,9,68.5,59.4,70.3,9.12,12.19,7.79,13.52,103.18,74.43,2024
"34","Texas A&M","SEC",19,13,68.4,58.7,71,9.66,11.6,7.72,13.54,102.95,74.28,2024
"35","Arizona","Pac-12",18,16,69.9,65.8,70.2,4.09,17.17,12.64,8.61,106.01,77.07,2024
"36","UNC","ACC",20,13,67.8,62.5,70.4,5.27,15.69,9.52,11.44,104.49,76.16,2024
"37","Kansas","Big 12",20,13,68.2,64.3,68.9,3.88,16.46,10.53,9.81,108.47,80.54,2024
"38","Mississippi State","SEC",23,12,75.6,65.8,71.7,9.86,10.19,14.87,5.19,111.24,84.64,2024
"39","Auburn","SEC",20,12,66.4,58.8,72.8,7.56,12.35,6.2,13.71,97.75,71.74,2024
"40","Florida State","ACC",23,11,78.5,71.5,76.5,7.06,12.79,18.8,1.05,107.16,81.22,2024
"41","Syracuse","ACC",24,8,74,65.7,71.7,8.34,11.34,13.2,6.48,108.42,82.39,2024
"42","UNLV","MWC",30,3,79,59.1,70.3,19.97,-0.34,13.71,5.93,111.1,83.59,2024
"43","Illinois","Big Ten",19,15,74.5,67.5,70.8,7.03,12.48,13.13,6.38,110.45,83.91,2024
"44","Michigan","Big Ten",20,14,70,64.3,69.4,5.71,13.39,8.68,10.42,105.27,79.93,2024
"45","Marquette","Big East",23,9,69.6,59.5,70.1,10.13,8.85,9.03,9.95,103.6,78.28,2024
"46","Washington","Pac-12",16,15,64.2,59,65.8,5.16,13.48,5.23,13.42,103.68,78.12,2024
"47","TCU","Big 12",21,12,69.5,60.9,67.9,8.61,10.47,7.6,10.55,106.66,81.97,2024
"48","Miami (FL)","ACC",19,12,66.6,60.4,68.5,6.29,11.11,5.98,11.42,102.59,78.75,2024
"49","Villanova","Big East",22,13,64.8,59.6,65.5,5.2,12.07,6,11.27,104.51,80.38,2024
"50","Princeton","Ivy",25,5,69.2,56.2,65.7,12.97,4.13,6.45,10.65,106.19,81.28,2024
"51","Oklahoma State","Big 12",14,16,69,66.4,71.1,2.53,14.47,9.67,7.33,105.5,82.51,2024
"52","Middle Tennessee","CUSA",30,5,71.4,55.5,66.4,15.86,0.87,5.38,11.35,106.23,81.66,2024
"53","Vanderbilt","SEC",23,10,68.5,62.3,70.6,6.15,10.27,7.31,9.11,101.96,79.96,2024
"54","California","Pac-12",19,15,66.2,65.3,67.4,0.85,14.88,8.6,7.13,105.42,83.87,2024
"55","Virginia","ACC",16,16,72.5,69.1,74.1,3.34,12.26,12.93,2.67,104.25,83.78,2024
"56","Florida","SEC",16,16,74.7,71.3,75.7,3.34,12.01,14.05,1.31,105.52,84.63,2024
"57","Columbia","Ivy",23,7,75.7,63.5,70.3,12.2,2.19,12.69,1.7,109.62,89.84,2024
"58","Green Bay","Horizon",27,7,73.9,58.1,66.7,15.74,-0.81,6.13,8.09,108.33,86.76,2024
"59","Florida Gulf Coast","A-Sun",29,5,74.9,55,68.6,19.85,-2.61,6.19,7.9,105.72,84.8,2024
"60","Minnesota","Big Ten",20,16,69.5,66.1,70.6,3.39,10.64,5.82,8.21,100.85,82.81,2024
"61","Richmond","A-10",29,6,73.1,61,68.3,12.09,1.88,9.81,4.15,107.25,87.31,2024
"62","Seton Hall","Big East",17,15,64.4,59.7,66.9,4.69,8.78,4.24,9.23,99.8,81.15,2024
"63","Purdue","Big Ten",15,19,68.2,68.3,71.2,-0.09,13.38,7.43,5.86,101.15,83.78,2024
"64","South Dakota State","Summit",27,6,73.6,60.2,69.1,13.42,0.47,5.43,7.75,101.4,82.64,2024
"65","Texas Tech","Big 12",17,16,64.9,62.8,69.5,2.03,11.03,4.81,8.26,100.39,83.18,2024
"66","Drake","MVC",29,6,81.2,70,75.6,11.23,1.77,14.43,-1.43,105.02,88.09,2024
"67","Arkansas","SEC",18,15,69.5,68.8,74.6,0.64,12.09,9.07,3.65,99.65,82.91,2024
"68","Georgia Tech","ACC",17,16,67.7,67,70.9,0.73,11.89,7.42,5.2,101.12,84.68,2024
"69","Boston College","ACC",14,19,71,69.7,74,1.3,10.79,10.67,1.43,101.38,85.88,2024
"70","Missouri","SEC",11,19,70,71,72.1,-1.03,12.94,9.47,2.44,103.73,88.75,2024
"71","Saint Joseph's","A-10",28,6,65.3,54.5,64.5,10.85,0.82,1.6,10.07,100.42,82.77,2024
"72","George Mason","A-10",23,8,71.1,58.7,70.4,12.39,0.36,5.83,5.63,99.19,83.04,2024
"73","Toledo","MAC",28,6,72.7,60.1,69.8,12.62,-0.41,6.64,4.68,100.89,85.06,2024
"74","Belmont","MVC",26,9,70.6,62.3,69.5,8.26,2.85,3.87,7.23,100.62,85.34,2024
"75","UCF","Big 12",12,17,64.1,64.6,71,-0.45,12.2,4.38,6.53,97.3,82.9,2024
"76","BYU","Big 12",16,17,65.4,65.7,69.5,-0.33,11.1,5.77,4.99,99.62,85.64,2024
"77","Clemson","ACC",12,19,69.6,70.3,71.4,-0.65,11.18,8.99,1.55,102.83,88.62,2024
"78","Cincinnati","Big 12",14,18,62.4,66,70.5,-3.59,13.48,3.09,6.8,96.67,83.28,2024
"79","Houston","Big 12",14,16,67.7,68.6,73.9,-0.97,10.7,7.37,2.36,96.6,85.01,2024
"80","Santa Clara","WCC",25,9,69.6,59.1,67.1,10.41,2.32,4.58,5.15,103.25,89.08,2024
"81","St. John's (NY)","Big East",18,15,60.4,58.2,63.6,2.21,7.31,0.06,9.46,99.22,85.66,2024
"82","Marshall","Sun Belt",26,7,85.3,71.8,80.6,13.48,-0.81,16.8,-7.29,102.18,90.97,2024
"83","Georgia","SEC",12,18,63.2,66.9,71.3,-3.7,13.12,2.79,6.63,94.86,83.05,2024
"84","Virginia Commonwealth","A-10",26,6,63.3,53.2,65.5,10.13,-0.05,-1.36,10.5,96.19,82.54,2024
"85","Georgetown","Big East",23,12,57.9,55.1,64.6,2.74,6.39,-3.08,12.21,93.31,80.48,2024
"86","Rhode Island","A-10",21,14,64.1,56.7,66.8,7.46,1.61,0.62,8.44,96.15,83.45,2024
"87","Oregon","Pac-12",11,21,59.8,67.3,68.3,-7.5,16.54,1.81,7.23,96.18,84.6,2024
"88","Stony Brook","CAA",28,5,72.9,57.6,73.1,15.27,-6.32,6.73,2.23,95.29,83.86,2024
"89","Ball State","MAC",28,6,72.7,60.9,71.3,11.76,-2.05,4.47,4.48,99.26,86.61,2024
"90","Temple","AAC",20,12,69.9,62.9,71,7.03,1.84,5.75,3.12,96.16,84.36,2024
"91","North Texas","AAC",23,9,74.3,64.2,73,10.16,0.76,8.46,0.36,99.23,87.49,2024
"92","Cleveland State","Horizon",29,6,74.3,61.4,71.4,12.94,-4.33,6.21,2.41,99.25,87.89,2024
"93","Davidson","A-10",18,8,65,55.4,65.2,9.58,-1.06,0.11,8.41,98.8,86.55,2024
"94","Rice","AAC",19,15,67.2,63,71.1,4.15,3.82,2.73,5.24,95.81,84.74,2024
"95","Arizona State","Pac-12",11,20,61.5,70.1,68.8,-8.65,16.42,4.13,3.64,97.85,88.02,2024
"96","DePaul","Big East",12,20,71.2,71.4,74.5,-0.16,7.74,11.59,-4,98.79,88.94,2024
"97","Eastern Washington","Big Sky",29,6,68.3,56.1,68.6,12.2,-3.31,1.61,5.78,94.35,83.67,2024
"98","Tulsa","AAC",25,10,70.9,66.9,73.8,3.94,3.44,6.8,0.58,96.94,87.56,2024
"99","Portland","WCC",21,13,67.9,62.4,72.5,5.5,3.77,2.82,4.29,91.9,82.51,2024
"100","Harvard","Ivy",16,12,68.9,63.4,69,5.46,1.6,4.59,2.48,98.89,89.4,2024
"101","Wisconsin","Big Ten",15,17,62.7,67.9,71.2,-5.16,12.11,0.24,6.71,92.43,83.94,2024
"102","South Florida","AAC",19,14,64.2,60.2,66.8,4,2.93,-0.56,7.49,96.12,87.18,2024
"103","Northern Iowa","MVC",16,16,73.4,70.5,71.7,2.94,3.79,7.15,-0.42,101.46,92.13,2024
"104","East Carolina","AAC",19,14,65.6,62.8,71.9,2.82,3.69,2.59,3.91,91.87,84.76,2024
"105","Grand Canyon","WAC",24,8,69.5,56.2,68.3,13.28,-5.01,-1.19,7.5,93.76,83.9,2024
"106","Wake Forest","ACC",7,25,59.5,67.6,68.3,-8.06,14.11,-0.12,6.17,95.55,88.41,2024
"107","Troy","Sun Belt",22,12,80.9,75,80.3,5.82,0.21,16.07,-10.03,99.5,92.45,2024
"108","Murray State","MVC",20,12,84.5,75.2,78.7,9.28,-2,16.28,-10.58,102.77,95.74,2024
"109","Montana","Big Sky",23,10,72.5,63.8,68,8.64,-1.64,6.51,-0.83,102.67,94.59,2024
"110","Missouri State","MVC",23,10,69.3,63.6,70.2,5.67,-0.14,1.76,3.77,96.66,88.73,2024
"111","Colorado State","MWC",20,11,68.6,61.2,69,7.39,-1.03,2.22,3.18,96.52,88.91,2024
"112","Wyoming","MWC",18,15,63.8,59.8,64.7,3.97,2.56,-0.79,6,97.81,90.21,2024
"113","Fairfield","MAAC",31,2,72.5,55.2,70.2,17.3,-10.1,2.88,2.14,95.6,89.09,2024
"114","James Madison","Sun Belt",23,12,72.3,66.5,74.2,5.77,1.2,5.26,-0.27,94.8,88.42,2024
"115","North Dakota State","Summit",22,12,75.4,68.5,72,6.97,-0.04,6.09,-1.09,99.82,93.33,2024
"116","Jackson State","SWAC",26,7,71.4,57.5,71.7,13.88,-4.55,1.85,2.91,94.67,87.44,2024
"117","Butler","Big East",15,17,62.5,62,65.6,0.5,5.95,-0.47,5.19,97.34,91.77,2024
"118","Southern Methodist","AAC",14,16,69.8,68.3,71.8,1.5,3.1,5.92,-1.33,97.23,91.27,2024
"119","Providence","Big East",13,21,58,61.5,67.5,-3.56,7.99,-2.56,7,89.87,84.1,2024
"120","Memphis","AAC",13,17,67.6,69.3,74.6,-1.7,6.08,4.48,-0.1,90.92,85.18,2024
"121","Kentucky","SEC",12,20,64.4,74.4,73.5,-10,14.28,5.38,-1.1,95.35,89.82,2024
"122","Kent State","MAC",21,11,71.8,62.8,70.7,9,-0.65,4.88,-0.66,97.95,91.91,2024
"123","Illinois State","MVC",22,12,74.3,68.6,72.2,5.68,-0.9,5.42,-1.61,98.29,93.61,2024
"124","Charlotte","AAC",16,15,64.5,63,71.1,1.52,2.13,0.48,3.17,89.7,85.2,2024
"125","California Baptist","WAC",28,4,80.3,71.3,78.2,9,-5.67,11.54,-8.22,95.88,92.45,2024
"126","Rutgers","Big Ten",8,24,65.8,73,71.8,-7.16,10.42,4.49,-1.22,96.11,92.99,2024
"127","UTSA","AAC",18,15,64.6,63.5,69.7,1.15,1.97,-0.17,3.29,91.46,87.21,2024
"128","Maine","AEC",24,10,64.1,57,65.1,7.06,-3.98,-1.4,4.48,95.12,90.62,2024
"129","UC-Irvine","Big West",23,9,63,55.7,67.3,7.31,-4.46,-3.33,6.18,91.14,86.79,2024
"130","Chattanooga","Southern",28,5,64.2,54.5,64,9.76,-5.36,-5,7.8,95.64,90.08,2024
"131","Duquesne","A-10",21,13,69,67,70.4,2.03,0.62,5.29,-2.64,97.36,94.02,2024
"132","Northern Arizona","Big Sky",25,10,75.3,70.1,73.8,5.26,-1.32,10.49,-7.99,98.55,95.46,2024
"133","Old Dominion","Sun Belt",22,10,64,60.3,73.3,3.72,-0.73,-3.83,6.22,85.06,82.11,2024
"134","Pittsburgh","ACC",8,24,60.8,69.1,69.9,-8.31,10.55,-0.18,2.41,91.76,89.9,2024
"135","Pacific","WCC",19,15,71.3,69.9,75.4,1.44,2.56,6.24,-4.11,93.46,90.48,2024
"136","Saint Louis","A-10",22,18,72.1,70,73.3,2.05,3.14,7.36,-5.3,97.74,94.68,2024
"137","Liberty","CUSA",18,16,65.7,66.7,67.8,-0.97,4.12,2.48,-0.71,98.81,96.27,2024
"138","Hawaii","Big West",20,11,59.5,56.3,65.2,3.23,-1.53,-4.68,6.37,90.77,88.29,2024
"139","Boise State","MWC",21,14,64,58.9,69.2,5.09,-1.96,-1.96,3.49,89.16,87.18,2024
"140","Southern Mississippi","Sun Belt",20,14,67.5,63.5,71.4,3.97,-1.41,-0.99,2.4,90.69,88.78,2024
"141","Purdue Fort Wayne","Horizon",23,13,70.9,63.4,71.8,7.56,-3.19,1.16,0.21,93.12,91.16,2024
"142","Norfolk State","MEAC",27,6,67,53.1,68.7,13.91,-11.3,-2.57,3.86,91.24,89.24,2024
"143","Tulane","AAC",12,20,64.4,65.6,67.1,-1.19,2.48,0.45,0.84,96.41,94.86,2024
"144","Oral Roberts","Summit",21,11,82.1,75.4,79.8,6.72,-0.52,12.34,-11.1,97.63,95.81,2024
"145","Louisiana-Monroe","Sun Belt",21,14,74.2,67.9,75.3,6.31,-2.07,5.07,-3.98,94.84,93.66,2024
"146","San Diego State","MWC",22,13,66.3,64.3,70.1,1.97,-0.53,1.02,-0.28,92.88,92.21,2024
"147","Lamar","Southland",24,7,66.6,57.6,67.9,9.03,-5.58,-2.4,3.09,93.78,92.18,2024
"148","South Dakota","Summit",23,13,70.9,64.6,69.9,6.25,-1.54,0.54,0.04,93.67,93.06,2024
"149","San Francisco","WCC",14,16,66.8,67.1,72.7,-0.3,1.47,1.11,-0.71,91.23,90.89,2024
"150","New Mexico","MWC",21,11,64.7,60.8,70.7,3.94,-3,-1.85,2.14,88.83,88.42,2024
"151","Montana State","Big Sky",17,16,58.7,58,67.5,0.7,-0.57,-6.16,6.28,84.96,84.96,2024
"152","Vermont","AEC",25,12,59.4,52.8,61.7,6.59,-6.25,-6.38,6.47,93.22,92.18,2024
"153","UAB","AAC",18,14,71.9,69.8,71.4,2.13,-1.78,6.78,-6.71,99.34,99.6,2024
"154","Southern Indiana","OVC",25,7,72.1,62.4,71.7,9.66,-7.07,1.4,-1.4,92.92,92.6,2024
"155","Stephen F. Austin","WAC",22,12,75.6,68.6,75,7,-3.24,5.26,-5.6,93.27,93.56,2024
"156","Illinois-Chicago","MVC",18,16,69.2,66.2,72.9,2.94,-3.36,-0.04,-0.38,89.13,90.01,2024
"157","Northwestern","Big Ten",9,21,66.1,80.3,72.5,-14.17,13.61,5.01,-5.57,96.46,97.25,2024
"158","College of Charleston","CAA",22,10,75.3,62.8,74.7,12.53,-8.7,4.58,-5.21,92.65,94.17,2024
"159","North Carolina A&T","CAA",22,12,64.2,56.8,70.1,7.38,-4.64,-4.37,3.42,86.92,87.94,2024
"160","Pennsylvania","Ivy",15,13,65.6,63.4,68.6,2.14,0.63,0.19,-1.14,92.14,93.91,2024
"161","Monmouth","CAA",22,10,64.1,58.3,68.7,5.81,-6.08,-3.16,1.79,88.35,90.28,2024
"162","Western Kentucky","CUSA",15,17,64.4,63.5,70.6,0.88,-0.4,-1.29,-0.08,88.7,90.79,2024
"163","Brown","Ivy",16,11,63.1,61.8,69.8,1.33,-0.68,-1.36,-0.05,88.93,91.51,2024
"164","Loyola (IL)","A-10",15,16,62.8,63.3,68.3,-0.48,-1.17,-4.07,2.43,90.14,91.82,2024
"165","Central Arkansas","A-Sun",21,12,65.7,59,69.1,6.67,-5.8,-3.39,1.56,89.35,91.78,2024
"166","Louisiana","Sun Belt",17,14,58.4,59,67,-0.65,0.27,-9.98,7.9,85.23,88.07,2024
"167","Louisiana Tech","CUSA",14,19,62.4,62.6,67.9,-0.24,1.13,-4.62,2.52,89.01,91.42,2024
"168","Texas A&M-Corpus Christi","Southland",23,9,66.8,57.9,72.1,8.91,-6.63,-2.48,0.14,86.54,89.73,2024
"169","Cal Poly","Big West",17,14,60.6,60.8,68.4,-0.19,-2.19,-4.51,2.13,86.5,89.99,2024
"170","Arkansas State","Sun Belt",13,17,66.3,63.9,68.2,2.47,-2.25,-1.4,-1.06,94.1,97.89,2024
"171","Drexel","CAA",19,15,57.2,55.9,63.7,1.32,-3.1,-9.48,7.01,88.04,91.58,2024
"172","Appalachian State","Sun Belt",17,15,72.2,73.4,77.7,-1.25,-1.48,4.28,-7.02,90.12,93.54,2024
"173","Fordham","A-10",12,17,62.4,62.2,69,0.28,-0.69,-2.41,-0.5,88.62,92.88,2024
"174","UC-Davis","Big West",20,14,61.9,60,68.6,1.97,-2.36,-4.04,0.99,87.84,92.04,2024
"175","Florida International","CUSA",21,12,68.6,64.2,74,4.42,-5.02,-0.06,-2.99,88.04,92.55,2024
"176","Southeastern Louisiana","Southland",19,12,63.5,58,69.1,5.52,-4.93,-5.42,2.34,84.57,88.7,2024
"177","Saint Mary's (CA)","WCC",13,18,61,65.3,65.7,-4.26,1.78,-3.2,0.05,92.79,97.78,2024
"178","Albany (NY)","AEC",25,7,60.9,51.3,63.1,9.63,-10.26,-8.46,5.2,88.65,92.99,2024
"179","George Washington","A-10",13,18,58.5,58.2,67.1,0.26,-1.51,-7.74,4.47,84.93,89.89,2024
"180","Northern Colorado","Big Sky",15,16,65.1,62.5,67.7,2.61,-2.99,-3.26,-0.01,90.45,95.03,2024
"181","Bowling Green State","MAC",16,15,67.4,70,68.9,-2.61,-0.74,0.97,-4.32,95.53,100.52,2024
"182","Towson","CAA",20,11,66.8,65.4,71.6,1.42,-4.78,0.1,-3.46,88.86,94.32,2024
"183","Air Force","MWC",15,17,63.3,66.3,70.7,-3,0.25,-1.83,-1.62,88.42,93.62,2024
"184","Holy Cross","Patriot",21,13,62.9,56.9,66.3,6.06,-8.52,-5.69,2.17,87.8,92.9,2024
"185","San Diego","WCC",9,22,62.8,66.9,69.8,-4.06,2.47,-2.35,-1.18,90.07,94.89,2024
"186","Nevada","MWC",16,16,64.3,65,70.7,-0.72,-1.68,-1.96,-1.59,87.49,92.18,2024
"187","Wichita State","AAC",10,22,64,69.9,73,-5.84,2.11,-0.88,-2.86,86.93,92.23,2024
"188","Abilene Christian","WAC",14,16,69.9,66.1,70.1,3.8,-5.42,0.29,-4.05,93.15,98.83,2024
"189","Buffalo","MAC",19,14,65.9,63.6,69.5,2.33,-5.14,-2.09,-1.89,89.91,95.9,2024
"190","William & Mary","CAA",15,14,63.2,62.6,72.5,0.66,-4.71,-2.72,-1.34,85.77,91.98,2024
"191","Eastern Kentucky","A-Sun",22,12,71.9,64,74.5,7.85,-6.9,0.33,-4.48,88.34,93.97,2024
"192","Fresno State","MWC",15,18,64.3,63,68.1,1.27,-3.05,-2.89,-1.42,90.72,97.66,2024
"193","Idaho","Big Sky",15,16,59.8,57.2,65.6,2.58,-4.97,-8.5,4.18,85.04,91.35,2024
"194","Southern Illinois","MVC",11,20,65.6,68.5,72.6,-2.84,-1.48,-2.11,-2.21,85.97,92.04,2024
"195","Wright State","Horizon",18,15,70.2,70.8,71.5,-0.61,-1.85,2.53,-6.99,92.07,98.55,2024
"196","Wofford","Southern",17,13,66.6,61.1,70.7,5.5,-6.31,-0.59,-3.91,90.63,97.01,2024
"197","Austin Peay","A-Sun",17,16,62.3,60.2,67.6,2.09,-5.98,-7.54,3.03,84.98,90.99,2024
"198","Long Beach State","Big West",15,18,67.9,69.5,76.5,-1.55,-2.3,3,-7.53,86.68,93.29,2024
"199","Loyola Marymount","WCC",11,19,60.4,65.3,67.1,-4.97,2.24,-4.15,-0.43,89.42,96.98,2024
"200","Florida Atlantic","AAC",11,19,61,65.6,68.3,-4.6,0.73,-5,0.35,88.35,95.38,2024
"201","Georgia State","Sun Belt",15,15,69.8,68.5,74,1.27,-3.22,0.37,-5.06,90.19,97.13,2024
"202","Delaware","CAA",11,20,67.4,66.5,73.8,0.97,-5.69,1.18,-5.9,87.06,94.34,2024
"203","UT Arlington","WAC",17,16,69.9,71.6,73.8,-1.76,-3,2.03,-6.79,90.94,96.96,2024
"204","Mercer","Southern",15,17,64.8,64.3,68.7,0.44,-5.26,-1.04,-3.79,89.28,95.92,2024
"205","Milwaukee","Horizon",16,16,66.2,62.7,68.3,3.5,-5.85,-4.29,-0.59,90.17,96.87,2024
"206","Arkansas-Pine Bluff","SWAC",17,16,73,67.8,77.4,5.21,-6.12,2.78,-7.71,88.55,95.79,2024
"207","New Mexico State","CUSA",13,18,60.5,61.5,68.6,-1.03,-2.72,-6.95,1.99,84.77,91.61,2024
"208","UC Riverside","Big West",18,14,58.4,58.3,68,0.09,-3.29,-8.22,3.19,82.55,90,2024
"209","Utah Tech","WAC",18,14,73.2,68.3,72.8,4.88,-5.88,1.45,-6.53,92.75,100.1,2024
"210","Texas State","Sun Belt",14,18,64.9,63.5,70.5,1.41,-3.96,-5.25,0.13,87.8,95.02,2024
"211","Idaho State","Big Sky",11,19,59.5,61.7,67.7,-2.2,-1.81,-6.78,1.34,84.1,92.02,2024
"212","East Tennessee State","Southern",18,12,59.4,55.6,64.3,3.8,-7.86,-8.98,3.51,86.11,93.34,2024
"213","Colgate","Patriot",20,14,61.8,55.7,65.1,6.12,-9.57,-6.69,1.15,88.07,96.02,2024
"214","Niagara","MAAC",21,14,70.8,70.1,80.2,0.69,-6.24,4.12,-9.68,84.09,92.54,2024
"215","UC Santa Barbara","Big West",16,15,64.9,62.7,68.1,2.23,-4.76,-3.41,-2.24,89.34,97.85,2024
"216","Siena","MAAC",18,12,68.4,63.9,73.2,4.5,-10.17,0.53,-6.2,87.96,96.54,2024
"217","Lipscomb","A-Sun",17,13,67.9,66.1,71.8,1.8,-4.99,-1.3,-4.44,87.85,95.53,2024
"218","Campbell","CAA",17,14,60.8,55.1,65.8,5.71,-7.09,-9.57,3.69,86.01,94.34,2024
"219","UTEP","CUSA",12,19,67,71.5,71.1,-4.48,-0.27,1.7,-7.62,92.72,100.91,2024
"220","UNC Greensboro","Southern",21,12,63.4,56.2,65.8,7.27,-7.99,-6.56,0.37,87.95,96.13,2024
"221","Coastal Carolina","Sun Belt",12,21,66.6,71.4,74.4,-4.79,-0.58,-0.3,-5.96,87.37,96.24,2024
"222","Georgia Southern","Sun Belt",15,18,72.3,70.4,80.2,1.88,-5,1.34,-7.64,84.07,93.73,2024
"223","UC San Diego","Big West",12,19,58.4,58.1,67,0.35,-3.07,-9.9,3.41,81.1,90.96,2024
"224","Tennessee Tech","OVC",16,15,69.9,66.9,70.8,3.03,-7.02,-0.38,-6.44,89.62,99.49,2024
"225","Tennessee-Martin","OVC",16,17,63.2,63.2,67.2,0.03,-6.04,-6.21,-0.67,89.11,98.82,2024
"226","Northern Kentucky","Horizon",11,20,68.3,73.4,72,-5.1,-1.87,1.29,-8.56,91.59,101.93,2024
"227","Southern","SWAC",15,15,60.6,62.5,71.9,-1.83,-3.45,-7.03,-0.25,82.22,92.27,2024
"228","Sacred Heart","NEC",24,10,65.9,56.4,67.7,9.53,-15.71,-4.54,-3.01,86.11,97.49,2024
"229","Incarnate Word","Southland",19,11,62.5,57.4,66,5.07,-8.84,-8.48,0.83,86.29,95.72,2024
"230","Howard","MEAC",15,16,58.9,57.7,70.2,1.26,-8.95,-8.32,0.63,79.3,90.02,2024
"231","Youngstown State","Horizon",14,18,60.6,62.7,68.7,-2.09,-4.29,-7.89,-0.05,83.52,94.43,2024
"232","Little Rock","OVC",12,18,55.6,60.7,66.3,-5.03,-2.95,-12.03,4.05,80.35,91.97,2024
"233","St. Thomas","Summit",15,16,67.8,71.2,72.6,-3.32,-2.2,-1.74,-6.49,87.92,99.15,2024
"234","Dayton","A-10",12,19,63.5,68.9,70.5,-5.42,0.5,-3.01,-5.25,87.52,98.89,2024
"235","Grambling","SWAC",23,10,71.9,64.1,78.4,7.82,-8.52,-1.75,-6.63,83.2,93.34,2024
"236","Binghamton","AEC",14,17,61.9,60.3,66.6,1.65,-9.4,-5.67,-2.91,87.98,100.66,2024
"237","Western Michigan","MAC",12,18,62.2,65.7,69.1,-3.5,-4.54,-5.09,-3.52,87.21,99.39,2024
"238","Yale","Ivy",8,19,60.7,68.4,68.3,-7.7,-0.95,-4.03,-4.63,87.01,100.14,2024
"239","Maryland-Eastern Shore","MEAC",15,15,62.2,59.3,70.8,2.9,-9.1,-7.11,-1.82,83.13,96.13,2024
"240","Boston University","Patriot",20,12,62.6,61.6,66.3,1.03,-8.98,-5.39,-3.59,86.21,99.34,2024
"241","Lehigh","Patriot",17,13,68.8,65.4,71.4,3.4,-11.44,0.03,-9.2,87.55,101.86,2024
