"","School","Conf","W","L","PPG","PPG_Allowed","Pace","MOV","SOS","OSRS","DSRS","Adj_ORtg","Adj_DRtg","year"
"1147","Boise State","MWC",28,5,75.1,63.9,71.7,11.21,2.39,10.03,0.68,56.83,41.68,2019
"1148","BYU","WCC",26,7,69.2,63.1,68.5,6.06,4.64,4.81,5.89,59.33,42.4,2019
"1149","Kansas","Big 12",13,18,64.6,66.4,71.8,-1.74,12.14,4.75,5.65,64.68,44.72,2019
"1150","Texas Tech","Big 12",14,17,72,72.3,76.8,-0.26,10.64,11.95,-1.57,68.39,48.15,2019
"1151","Washington State","Pac-12",9,21,66.5,72.1,69.8,-5.57,15.93,8.25,2.11,68.02,50.82,2019
"1152","Pennsylvania","Ivy",24,7,65.7,54.4,65.9,11.35,-0.26,0.73,9.58,62.55,42.08,2019
"1153","Creighton","Big East",15,16,65,66.5,67,-1.48,11.66,4.86,5.31,70.3,50.85,2019
"1154","Bucknell","Patriot",28,6,72.4,57.8,71,14.59,-4.44,7.47,2.67,69.33,49.07,2019
"1155","Ohio State","Big Ten",14,15,62.1,65.1,71.2,-3.03,13.15,2.6,7.51,62.35,42.81,2019
"1156","Quinnipiac","MAAC",26,7,65.2,51.3,68.4,13.94,-3.86,-0.09,10.16,61.1,40.89,2019
"1157","Wyoming","MWC",25,9,67.3,57.7,63.3,9.59,2.96,1.19,8.58,57.68,43.67,2019
"1158","Seton Hall","Big East",15,16,74.2,72.2,76.2,2,7.6,12.58,-2.98,68.85,50.6,2019
"1159","Princeton","Ivy",22,10,70.9,63.7,72.7,7.25,1.95,6.89,2.3,66.86,48.02,2019
"1160","Harvard","Ivy",17,13,70.8,64.4,71.2,6.4,2.6,8.66,0.34,69.12,49.92,2019
"1161","Colorado","Pac-12",12,18,64.4,68,71.3,-3.6,12.55,4.85,4.1,62.87,46.72,2019
"1162","Boston College","ACC",14,16,73.5,73.1,76.1,0.4,8.26,12.34,-3.68,69.48,51.82,2019
"1163","Oklahoma","Big 12",8,22,72,79,79.9,-6.93,15.37,13.36,-4.92,66.94,49.2,2019
"1164","Washington","Pac-12",11,21,63.7,71.4,71.8,-7.69,15.89,4.75,3.46,62.53,46.79,2019
"1165","UT Arlington","Sun Belt",24,8,70.6,59.6,71.3,11.03,-2.93,3.43,4.67,61.9,44.95,2019
"1166","Middle Tennessee","CUSA",23,11,64.8,56.5,63.1,8.29,-0.39,-0.25,8.16,68.46,49.86,2019
"1167","Alabama","SEC",14,17,63.7,64.7,72.5,-1.03,8.73,2.54,5.16,60.06,44.3,2019
"1168","Wisconsin","Big Ten",15,18,64.2,63.6,71.8,0.55,7.14,2.36,5.32,60.32,44.45,2019
"1169","UAB","CUSA",26,7,73.3,60.6,67.6,12.64,-4.61,5.07,2.58,63.14,46.92,2019
"1170","Dayton","A-10",17,14,65.3,59.4,71.5,5.84,1.79,2.94,4.69,59.95,43.62,2019
"1171","Penn State","Big Ten",12,18,67.7,70.5,73.8,-2.77,10.18,7.81,-0.4,65.44,49.38,2019
"1172","Youngstown State","Horizon",22,10,68.9,57.6,66.5,11.31,-1.92,3.67,3.74,62.53,47.01,2019
"1173","Providence","Big East",19,16,62.7,62.8,70.3,-0.09,7.3,0.54,6.68,59.93,44.25,2019
"1174","Toledo","MAC",21,12,64.8,60.6,69.2,4.18,2.91,-0.21,7.3,61.62,46.42,2019
"1175","Virginia Commonwealth","A-10",24,10,60.9,52,67.1,8.85,-1.91,-3.19,10.13,58.66,41.69,2019
"1176","Houston","AAC",15,16,68.2,68.5,74.6,-0.29,6.99,6.99,-0.29,61.33,45.93,2019
"1177","Virginia","ACC",12,19,58.6,65.8,69,-7.19,13.78,-0.93,7.51,60.55,46.07,2019
"1178","Wright State","Horizon",27,7,70.3,62.2,71.5,8.09,-1.07,6.54,-0.18,62.16,48.25,2019
"1179","Fresno State","MWC",19,13,69.7,64.3,68.3,5.34,3.08,4.86,1.45,56.12,45.64,2019
"1180","IU Indianapolis","Horizon",20,12,65.5,57,66.7,8.5,-0.49,-0.19,6.51,59.68,45.3,2019
"1181","Drexel","CAA",24,9,60.2,50.5,63.2,9.7,-3.54,-6.31,12.47,60.83,43.66,2019
"1182","Miami (OH)","MAC",23,9,67.1,61,69.5,6.09,1.3,1.5,4.64,61.6,47.49,2019
"1183","Portland State","Big Sky",25,8,70.8,60.3,72,10.42,-3.18,1.32,4.59,53.7,42.99,2019
"1184","Little Rock","Sun Belt",21,11,61.4,56.8,66.6,4.53,0.98,-3.82,9.33,59.95,45.38,2019
"1185","Pacific","WCC",19,13,72.5,70.2,72.8,2.28,3.19,8.01,-2.54,57.88,49.36,2019
"1186","Fordham","A-10",25,9,60.2,54.4,62.6,5.79,-0.33,-3.53,9,65.3,50.11,2019
"1187","Illinois","Big Ten",10,20,67.8,70.7,71.1,-2.87,8.28,6.33,-0.91,66.96,54.54,2019
"1188","Kent State","MAC",20,13,65.5,62.2,71.6,3.3,3.65,0.34,5.03,56.43,43.95,2019
"1189","Idaho State","Big Sky",20,11,65.9,58.9,68.4,6.94,-0.78,-2.04,7.19,54.76,43.34,2019
"1190","Western Kentucky","CUSA",20,15,72.5,70.7,69.5,1.77,4.64,8.45,-3.44,70.56,56.6,2019
"1191","Vanderbilt","SEC",7,23,64.5,70.8,70.6,-6.27,11.26,4.62,0.37,65.39,52.82,2019
"1192","Troy","Sun Belt",22,9,82.3,72.4,82.8,9.97,-4.75,14.84,-10,59.47,47.87,2019
"1193","Idaho","Big Sky",22,12,77.4,72.8,73.2,4.56,0.27,11.91,-7.09,70.42,60.4,2019
"1194","Maine","AEC",25,8,66.7,57.5,65.6,9.21,-4.54,1.79,2.88,67.67,54,2019
"1195","Pepperdine","WCC",22,12,71.9,68.5,69.7,3.41,1.89,6.36,-1.69,56.94,49.39,2019
"1196","Tulane","AAC",15,15,61.4,59.9,70.7,1.5,3.03,-0.44,4.97,57.58,45.36,2019
"1197","Northern Iowa","MVC",20,13,66.7,64.1,69.1,2.61,2.21,1.72,2.64,60.46,49.38,2019
"1198","Temple","AAC",11,19,65.2,65.7,72.2,-0.57,4.82,3.61,0.65,62.81,50.65,2019
"1199","Northern Illinois","MAC",19,13,73.3,70.4,76.4,2.81,1.26,7.2,-3.13,61.61,51.45,2019
"1200","Stephen F. Austin","Southland",25,7,70.4,56.9,67,13.5,-7.76,-1.83,5.45,50.96,40.18,2019
"1201","Old Dominion","CUSA",21,11,68.5,62.7,70.9,5.78,-2.28,2.91,0.59,61.43,49.86,2019
"1202","Loyola Marymount","WCC",18,15,64.7,65.7,69.6,-1,4.26,-0.23,3.49,50.46,44.19,2019
"1203","Pittsburgh","ACC",11,20,57.7,67.1,71,-9.45,12.34,-1.94,4.83,56.8,47.49,2019
"1204","Milwaukee","Horizon",15,15,62.9,60.1,69.5,2.8,0.05,-1.62,4.47,57.5,48.4,2019
"1205","American","Patriot",22,11,63.9,58.7,68.2,5.15,-2.4,-0.96,3.71,61.77,51.68,2019
"1206","Wake Forest","ACC",10,20,57.4,64.6,69.6,-7.27,9.94,-2.53,5.2,57.89,48.13,2019
"1207","Lamar","Southland",24,7,77.9,62.6,71.2,15.23,-5.77,5.41,-2.85,47.11,37.1,2019
"1208","Cal State Northridge","Big West",16,15,60.9,59.5,69.6,1.39,1.09,-4.22,6.69,51.24,44.22,2019
"1209","Denver","Summit",18,14,80.3,76.5,78.8,3.78,-1.32,13.45,-10.98,64.2,57.01,2019
"1210","Utah State","MWC",17,16,61.8,59.8,66.4,1.91,2.16,-3.64,5.55,49.75,45.43,2019
"1211","Duquesne","A-10",19,13,65.3,63.2,70.9,2.03,-0.19,1.89,-0.05,60.89,53.2,2019
"1212","Northern Colorado","Big Sky",21,11,68.6,64.6,70.4,4.03,-2.23,1.95,-0.15,59.44,53.05,2019
"1213","Tennessee-Martin","OVC",23,9,77.9,70.2,74.2,7.66,-4.55,8.63,-6.91,58.7,50.59,2019
"1214","Ole Miss","SEC",9,22,59.1,67.2,70.1,-8.1,9.74,-2.09,3.73,54.3,46.9,2019
"1215","Xavier","Big East",11,19,61.9,66.2,69.6,-4.3,5.86,-1.06,2.62,58.03,50.87,2019
"1216","Hartford","AEC",23,11,63.7,57,71.3,6.74,-5.24,-2.4,3.9,54.25,46.33,2019
"1217","Southern Illinois","MVC",15,15,65.9,64,70.1,1.93,-0.45,-0.21,1.69,59.41,52.01,2019
"1218","Northeastern","CAA",20,12,69.9,66.5,71.7,3.41,-2.05,5.81,-4.45,65.22,56.53,2019
"1219","Lehigh","Patriot",21,10,64.3,56.5,69.5,7.77,-5.83,-1.94,3.01,54.04,46.72,2019
"1220","Radford","Big South",26,7,63.5,55.1,69.3,8.39,-7.16,-4.25,5.31,52.85,43.77,2019
"1221","Florida","SEC",8,23,60.7,70,71,-9.23,10.16,0.66,0.28,59.62,52.62,2019
"1222","Marist","MAAC",23,10,68.1,60,68.9,8.06,-7.23,1.94,-1.11,65.19,57.34,2019
"1223","Oral Roberts","Summit",18,13,71.2,68.5,69.7,2.65,0.37,2.74,-2.12,59.38,53.39,2019
"1224","Mercer","Southern",25,8,67.5,61.3,69.2,6.15,-5.76,-0.14,0.53,61.22,53.45,2019
"1225","UNLV","MWC",12,18,59.5,61.6,69.4,-2.17,2.37,-4.08,4.28,48.7,46.85,2019
"1226","North Texas","CUSA",18,16,63.3,59.9,65.6,3.41,-0.31,-2.05,2.23,51.34,46.19,2019
"1227","Davidson","A-10",17,15,66,62.2,71.5,3.84,-2.78,0.61,-0.49,55.99,49.55,2019
"1228","Saint Louis","A-10",15,16,61.9,61.2,68.6,0.68,-0.58,-0.97,1.06,58.32,51.99,2019
"1229","Akron","MAC",16,15,66,65.8,70.4,0.16,0.49,0.87,-0.85,58.28,52.91,2019
"1230","Nevada","MWC",12,19,65.5,67.6,70.5,-2.13,2.76,1.28,-1.49,50.97,48.35,2019
"1231","Morehead State","OVC",24,11,76.2,66.9,74.2,9.29,-5.43,5.31,-5.62,57.1,51.67,2019
"1232","Louisiana Tech","CUSA",14,16,71.8,70.1,71.9,1.73,-0.68,6.07,-6.4,55.33,51.61,2019
"1233","Hawaii","Big West",15,17,59.6,60.3,64.4,-0.78,0.68,-5.3,4.69,49.02,46.07,2019
"1234","Yale","Ivy",16,13,63.3,61.6,72.1,1.79,-2.43,-2.63,1.99,54.51,49.07,2019
"1235","Illinois State","MVC",19,12,62.5,61.5,67.7,0.94,-1.44,-4.55,3.78,55.1,50.81,2019
"1236","Charlotte","CUSA",18,13,61.5,61,66.7,0.58,-1.54,-3.38,2.49,58.72,53.36,2019
"1237","Eastern Michigan","MAC",14,17,62.7,65.1,71.1,-2.45,2.06,-2.08,1.14,51.52,47.35,2019
"1238","UC Riverside","Big West",17,16,61.9,62.4,71.5,-0.45,-0.55,-2.32,1.31,51.04,48.9,2019
"1239","Santa Clara","WCC",14,17,64.1,66.8,65.3,-2.74,3.73,-2.15,1.04,44.58,44.83,2019
"1240","Bradley","MVC",20,10,70.8,66.3,74.3,4.43,-4.26,2.76,-3.91,54.71,51.47,2019
"1241","Southern Methodist","AAC",11,19,55.4,58.7,71.5,-3.33,2.14,-7.22,6.03,47.49,42.97,2019
"1242","Tulsa","AAC",13,18,57.8,63.4,71.2,-5.55,4.34,-3.61,2.4,52.11,47.48,2019
"1243","Dartmouth","Ivy",13,14,61.2,59.3,66.3,1.85,-3.08,-4.79,3.56,54.14,49.39,2019
"1244","South Alabama","Sun Belt",25,11,68,63.2,71.8,4.75,-4.2,-0.73,-0.65,50.78,46.55,2019
"1245","San Diego State","MWC",14,18,65,67.4,70,-2.47,0.9,0.59,-2.15,NA,NA,2019
"1246","Towson","CAA",20,13,67.2,67.2,76.2,-0.03,-1.7,2.96,-4.7,56.76,52.45,2019
"1247","Appalachian State","Sun Belt",22,14,68.5,67.7,74.6,0.75,-2.68,1.97,-3.9,57.33,53.49,2019
"1248","Tennessee Tech","OVC",22,11,69.6,64,68.5,5.61,-5.65,0.81,-2.91,56.69,53.18,2019
"1249","Montana State","Big Sky",16,15,65.2,66.4,69.3,-1.23,-0.34,-0.56,-1.59,54.6,53.3,2019
"1250","Abilene Christian","Southland",23,10,73.2,64.1,65.8,9.06,-6.48,2.81,-5.08,54.19,51.66,2019
"1251","Delaware","CAA",16,15,61.5,60.8,73,0.65,-2.93,-4.62,2.34,51.09,47.48,2019
"1252","Southern Mississippi","CUSA",18,14,63.2,59.1,66.8,4.06,-4.4,-5.85,3.39,51.28,47.86,2019
"1253","Stony Brook","AEC",23,8,65.1,56.8,65.6,8.35,-10.09,-2.66,-0.03,59.07,55.68,2019
"1254","California Baptist","WAC",18,12,79.4,68.1,74.6,11.3,-8.42,7.36,-10.13,46.49,44.93,2019
"1255","New Mexico State","WAC",26,7,72.1,64,74.1,8.06,-8.74,0.48,-3.28,49.29,47.91,2019
"1256","Portland","WCC",13,17,74,75.8,72.1,-1.87,2.42,8.61,-11.4,51.06,52.74,2019
"1257","Ball State","MAC",8,23,64.1,71.7,74.1,-7.61,6.24,0.2,-3.05,52.55,51.01,2019
"1258","Kansas City","WAC",16,15,76,70,73,6,-7.22,5.64,-8.69,55.54,54.84,2019
"1259","North Alabama","A-Sun",21,9,71,60.7,70.2,10.3,-8.94,0.29,-3.35,45.34,43.48,2019
"1260","UNC Wilmington","CAA",18,12,65.6,64.1,68.6,1.5,-3.5,-1.29,-1.82,54.98,52.6,2019
"1261","Chattanooga","Southern",14,17,62,64.3,68.8,-2.29,-0.6,-3.75,0.59,52.35,50.46,2019
"1262","Wichita State","AAC",12,18,56.9,61.7,69.6,-4.8,1.55,-6.88,3.63,49.91,48.11,2019
"1263","George Mason","A-10",16,14,64.6,63.3,70.7,1.3,-4.68,-1.28,-2.1,57.43,56.06,2019
"1264","Robert Morris","NEC",22,11,62,55.3,68.5,6.76,-10,-9.51,5.85,48.45,46.77,2019
"1265","East Carolina","AAC",16,15,61.2,64.7,74.9,-3.55,-0.13,-1.86,-1.82,51.21,49.58,2019
"1266","UC-Irvine","Big West",20,11,66.8,65.4,70.9,1.42,-2.68,0.51,-4.2,51.55,52.76,2019
"1267","Cornell","Ivy",12,14,58,59.1,70.4,-1.12,-2.6,-8.11,4.4,49.02,48.64,2019
"1268","San Francisco","WCC",7,24,64.9,72.3,70,-7.35,3.4,-0.81,-3.15,50.07,53.05,2019
"1269","High Point","Big South",22,9,72.8,65.6,73.6,7.16,-8.12,3.37,-7.35,53.55,51.72,2019
"1270","William & Mary","CAA",15,16,65,65.2,70.4,-0.26,-3.85,-0.14,-3.97,58.7,57.42,2019
"1271","Bowling Green State","MAC",9,21,68.9,74.4,74.9,-5.43,2.61,4.92,-9.14,57.72,57.59,2019
"1272","UMass","A-10",16,16,63,61.7,69.2,1.34,-5.68,-3.46,-0.88,56.23,55.88,2019
"1273","Georgia State","Sun Belt",17,14,63.3,63.4,71.4,-0.1,-4.29,-3.73,-0.66,52.96,52.42,2019
"1274","Columbia","Ivy",8,19,64.9,68.6,71.9,-3.7,-0.7,-0.22,-4.18,57.65,57.81,2019
"1275","Marshall","CUSA",17,15,67.3,66.3,70.3,1.06,-4.09,-0.77,-3.94,53.78,53.99,2019
"1276","Northern Kentucky","Horizon",11,18,58.7,62.1,67.7,-3.41,0.14,-5.71,0.85,51.63,53.1,2019
"1277","Coastal Carolina","Sun Belt",17,15,71.2,66.6,72.4,4.63,-4.83,0.17,-5.07,51.76,51.92,2019
"1278","Texas State","Sun Belt",14,17,62.5,62,66.1,0.48,-1.42,-5.8,0.87,50.39,51.14,2019
"1279","Liberty","A-Sun",16,16,62.2,61.3,68.8,0.88,-5.25,-4.8,-0.16,52.2,52.7,2019
"1280","Sam Houston","Southland",16,13,74.5,68.4,74.3,6.1,-6.86,3.51,-8.6,46.91,46.03,2019
"1281","Saint Joseph's","A-10",12,19,53.7,57,64.6,-3.26,-1.87,-9.84,4.71,51.77,53.35,2019
"1282","George Washington","A-10",10,20,51.3,57.4,65.6,-6.1,0.77,-11.74,6.42,47.91,50.87,2019
"1283","Furman","Southern",19,14,64.6,63.7,67.4,0.91,-5.62,-3.71,-1.75,52.77,52.71,2019
"1284","Jacksonville State","OVC",15,15,59.8,59.1,70.3,0.73,-5.13,-9.74,4.27,43.81,44.86,2019
"1285","Boston University","Patriot",15,14,58.9,59.1,65.3,-0.21,-5.39,-8.02,2.42,55.7,57.43,2019
"1286","Montana","Big Sky",14,16,65.5,68.6,69.1,-3.03,-0.96,-2.21,-3.44,52.25,56.16,2019
"1287","Western Michigan","MAC",10,20,61.8,66.7,69.4,-4.93,0.2,-4.5,-1.23,53.28,55.9,2019
"1288","Colorado State","MWC",8,22,54.7,60.9,62.8,-6.23,3.76,-10.56,4.82,43.86,49.95,2019
"1289","Stetson","A-Sun",16,16,61,60.8,65.4,0.16,-4.01,-6.49,0.72,51.87,53.64,2019
"1290","Northern Arizona","Big Sky",13,18,68.2,72.9,75.4,-4.65,-1.51,1.22,-7.37,53.14,57.47,2019
"1291","Eastern Washington","Big Sky",13,20,63.1,69.2,69.7,-6.18,0.59,-2.9,-3.54,50.13,55.59,2019
"1292","Western Illinois","Summit",12,18,75.5,78.4,77.3,-2.9,0.39,7.18,-13.65,52.64,55.44,2019
"1293","Memphis","AAC",11,20,57.1,64.5,72.2,-7.45,0.98,-6.29,-0.19,48.54,51.08,2019
"1294","Arkansas State","Sun Belt",12,18,67.7,72.6,74.3,-4.97,-1.53,1.7,-8.2,56.29,59.06,2019
"1295","East Tennessee State","Southern",10,21,67.8,72.4,77.5,-4.52,-2.06,1.33,-7.91,52.71,54.7,2019
"1296","Cal State Fullerton","Big West",14,16,62.6,65.1,69.4,-2.47,-3.68,-3.89,-2.75,47.2,52.5,2019
"1297","Air Force","MWC",8,22,60.1,67.1,73.2,-6.93,1.1,-5.18,-1.51,38.25,43.9,2019
"1298","Loyola (IL)","MVC",13,18,62.3,66.2,71.7,-3.94,-2.76,-5.24,-1.45,51.09,55.16,2019
"1299","North Carolina A&T","MEAC",20,12,59.9,54.3,69.7,5.56,-12.63,-9.71,2.98,41.59,42.12,2019
"1300","Cleveland State","Horizon",10,20,64.4,68,71.7,-3.6,-0.72,-1.73,-5.06,45.22,49.18,2019
"1301","UNC Asheville","Big South",17,15,60.3,56.4,66,3.94,-8.98,-9.94,3.06,49.41,51.5,2019
"1302","Indiana State","MVC",11,19,62.9,66.4,71.2,-3.53,-2.18,-4.01,-3.07,48.02,52.84,2019
"1303","Austin Peay","OVC",15,15,69.1,67.1,68,1.97,-7.49,-2.26,-4.91,53.69,57.28,2019
"1304","Holy Cross","Patriot",18,13,63.4,63.1,69.6,0.26,-7.53,-3.31,-3.97,55.09,59.54,2019
"1305","Texas-Rio Grande Valley","WAC",18,15,63.6,61.2,68.3,2.42,-7.48,-6.35,-0.97,48.1,51.44,2019
"1306","Long Beach State","Big West",9,22,56,64.5,68.8,-8.45,1.04,-8.08,0.66,44.05,50.4,2019
"1307","Southeast Missouri State","OVC",13,17,63.9,65.4,69.1,-1.43,-4.26,-5.73,-1.88,47.99,52.03,2019
"1308","North Dakota","Summit",12,19,65.6,73,73.1,-7.35,0.98,-1.68,-6.07,49.36,54.7,2019
"1309","Rider","MAAC",19,13,62.1,62.2,70.9,-0.03,-7.78,-4.26,-3.55,53.64,58.15,2019
"1310","San Diego","WCC",9,21,69.3,71.7,75.5,-2.4,2.73,-3.73,-4.36,NA,NA,2019
"1311","Nicholls State","Southland",20,12,68.3,65.2,68.5,3.19,-8.91,-1.5,-6.61,48.87,51.52,2019
"1312","Murray State","OVC",13,17,69.1,69.5,70.5,-0.47,-4.54,-1.26,-7.13,51.92,57.06,2019
"1313","Sacred Heart","NEC",19,13,63.7,60.8,70,2.97,-11.53,-6.76,-1.8,52.52,57.38,2019
"1314","SIU Edwardsville","OVC",13,16,61.5,64.7,69.6,-3.14,-5.43,-6.97,-1.74,47.77,53.83,2019
"1315","Jacksonville","A-Sun",14,16,65.7,63.5,68.5,2.13,-6.47,-4.81,-4.33,43.36,48.03,2019
"1316","UTEP","CUSA",9,22,58.5,65.5,66.9,-6.9,-2.27,-8.05,-1.12,52.03,59.96,2019
"1317","Maryland-Eastern Shore","MEAC",17,14,65,60.2,68.7,4.74,-10.91,-5.68,-3.78,47.18,52.48,2019
"1318","Campbell","Big South",23,13,59.5,56.3,68.1,3.19,-10.73,-12.18,2.6,43.09,48.33,2019
"1319","Hampton","Big South",16,14,69,67.4,74.3,1.63,-9.03,-0.48,-9.17,51.93,57.58,2019
"1320","Prairie View","SWAC",17,14,67.6,62.2,74.3,5.39,-10.16,-4.65,-5.24,44.82,48.84,2019
"1321","Rhode Island","A-10",8,21,60,69.4,75.2,-9.41,-0.6,-4.11,-5.9,49.08,56.61,2019
"1322","St. Bonaventure","A-10",8,22,57.2,66,70.1,-8.87,-1.15,-7.86,-2.16,49.12,57.6,2019
"1323","Wofford","Southern",16,15,72.8,67.7,71.5,5.1,-8.75,0.29,-10.32,49.28,55.39,2019
"1324","UC Santa Barbara","Big West",8,22,55.7,64.9,67.8,-9.2,-0.88,-9.18,-0.91,45.27,56.32,2019
"1325","San Jose State","MWC",6,24,63.9,76.3,74.8,-12.37,2.39,0.25,-10.41,41.72,51.5,2019
"1326","Cal State Bakersfield","WAC",14,17,63.4,62.5,70.7,0.9,-8.3,-7.39,-2.78,43.05,50.79,2019
"1327","North Florida","A-Sun",15,14,65.2,65,70.2,0.21,-7.22,-3.11,-7.22,49.2,56,2019
"1328","Elon","CAA",9,21,62.2,69.6,71,-7.43,-2.18,-4.5,-5.85,50.4,58.5,2019
"1329","Colgate","Patriot",12,17,64.3,67.8,74,-3.45,-7.16,-1.6,-9,52.45,60.9,2019
"1330","St. Francis (NY)","NEC",18,13,75.1,70.6,73.8,4.48,-13.63,2.55,-13.25,55.52,63.65,2019
"1331","Cal Poly","Big West",6,21,59.7,69.8,71.4,-10.11,0.55,-5.78,-5.02,43.07,53.84,2019
"1332","Norfolk State","MEAC",17,15,59.8,55.2,67.3,4.56,-12.83,-12.22,1.39,41.3,48.62,2019
"1333","Sacramento State","Big Sky",10,19,69.1,77.6,77.1,-8.48,-1.87,1.03,-11.9,46.27,55.94,2019
"1334","Howard","MEAC",18,13,71.1,68.4,78.7,2.77,-13.66,1.47,-12.36,49.34,57.23,2019
"1335","Texas A&M-Corpus Christi","Southland",17,16,62.7,59.8,67.7,2.91,-9.38,-9.75,-1.14,39.2,45.04,2019
"1336","UNC Greensboro","Southern",11,19,63.7,60.9,64.9,2.8,-6.56,-7.35,-3.6,44.82,52.25,2019
"1337","Kennesaw State","A-Sun",9,22,61.4,66.7,70.7,-5.32,-5.33,-6.35,-4.82,47.44,56.3,2019
"1338","Hofstra","CAA",11,22,59.2,65.7,69.7,-6.55,-3.82,-7.47,-3.75,47.84,56.4,2019
"1339","Louisiana","Sun Belt",7,23,61.9,70.7,70.6,-8.73,-2.34,-4.95,-6.33,46.91,54.75,2019
"1340","Southern Utah","Big Sky",8,23,61.9,71.7,70.3,-9.74,-1.52,-5.56,-5.7,45.6,58.04,2019
"1341","Navy","Patriot",10,19,53.4,57.8,68.6,-4.41,-5.14,-12.7,1.38,40.42,50.55,2019
"1342","Army","Patriot",11,19,56.6,60.3,65.8,-3.67,-6.68,-10.69,-0.68,47.41,57.75,2019
"1343","Central Arkansas","Southland",12,18,61.5,59.8,63.5,1.67,-7.73,-10.86,-0.56,41.66,48.58,2019
"1344","Albany (NY)","AEC",13,18,55.3,59.3,65.7,-4.03,-7.46,-10.84,-0.66,48.32,58.5,2019
"1345","Bethune-Cookman","MEAC",21,11,62.5,61.2,69,1.28,-11.72,-8.11,-3.64,43.39,51.4,2019
"1346","Binghamton","AEC",12,18,59.6,64,67.8,-4.4,-6.16,-6.89,-4.91,46.32,55.38,2019
"1347","Gardner-Webb","Big South",16,15,67,63.8,70.9,3.19,-10.84,-4.76,-7.09,44.29,51.73,2019
"1348","Saint Francis (PA)","NEC",16,17,71.8,75.2,75.4,-3.42,-8.01,2.64,-14.56,54.84,63.67,2019
"1349","Manhattan","MAAC",12,19,54.1,56.3,68.9,-2.23,-9.78,-13.9,1.89,41.62,52.32,2019
"1350","Jackson State","SWAC",18,14,69.3,64.8,75,4.53,-13.65,-3.17,-8.92,46.16,52.82,2019
"1351","Valparaiso","MVC",8,24,63.9,73.4,72.8,-9.5,-2.83,-3.54,-8.72,52.06,63.63,2019
"1352","Utah Valley","WAC",14,16,64.7,67.8,67.1,-3.03,-7.43,-7.22,-5.21,44.89,55.62,2019
"1353","Omaha","Summit",8,21,59.8,66.4,68,-6.62,-2.22,-9.71,-2.92,42.59,54.5,2019
"1354","Canisius","MAAC",11,19,57.6,61.8,69.2,-4.17,-8.61,-10.05,-2.73,46.17,57.97,2019
"1355","Eastern Illinois","OVC",11,18,65.7,67,67.6,-1.28,-4.67,-6.68,-6.26,45.61,56.62,2019
"1356","Monmouth","MAAC",14,17,58.1,63.6,71.4,-5.52,-7.48,-8.02,-4.98,47.04,59.14,2019
"1357","Fairfield","MAAC",11,20,55.9,60,65.3,-4.03,-9.04,-12.28,-0.8,49.19,61.69,2019
"1358","Samford","Southern",10,20,58.4,65.1,64.4,-6.67,-4.46,-10.92,-2.22,46.39,57.85,2019
"1359","Oakland","Horizon",6,24,61.8,73.5,74.2,-11.67,1.53,-2.75,-10.51,45.22,56.14,2019
"1360","Grambling","SWAC",16,16,63.6,67.1,76.9,-3.56,-9.71,-5.01,-8.26,45.07,54.56,2019
"1361","Mount St. Mary's","NEC",15,16,66.6,68.3,72,-1.74,-10.86,-4.18,-9.27,51.13,62.11,2019
"1362","Richmond","A-10",9,21,52.2,64.5,68.8,-12.37,-1.1,-11.3,-2.17,45.57,58.48,2019
"1363","Weber State","Big Sky",6,25,62.4,70.9,71.1,-8.55,-2.9,-6.83,-6.97,44.14,58.92,2019
"1364","La Salle","A-10",6,25,54.8,69.2,75.6,-14.39,0.57,-7.86,-5.96,42.03,54.65,2019
"1365","North Dakota State","Summit",7,22,57.2,70.4,66.4,-13.21,0.02,-9.84,-4.04,47.59,62.96,2019
"1366","Loyola (MD)","Patriot",7,24,53.8,64.4,66.8,-10.58,-3.37,-11.73,-2.22,46.33,60.63,2019
"1367","Brown","Ivy",9,21,69.1,78.3,74.6,-9.2,-2.62,3.27,-17.35,50.77,63.16,2019
"1368","Purdue Fort Wayne","Summit",7,22,61.8,70.6,66.5,-8.83,-1.14,-8.27,-6.09,43.22,57.31,2019
"1369","Seattle","WAC",3,27,61.4,70.9,71.1,-9.5,-4.87,-7.05,-7.31,47.69,62.6,2019
"1370","UTSA","CUSA",7,21,58.6,69,68.2,-10.43,-0.91,-7.53,-6.84,38.58,51.69,2019
"1371","Texas Southern","SWAC",15,15,60.5,59.8,67.7,0.73,-12.94,-12.04,-2.44,40.8,50.84,2019
"1372","Siena","MAAC",12,18,58.1,63.4,69.7,-5.27,-9.38,-9.33,-5.31,45.88,60.99,2019
"1373","Charleston Southern","Big South",14,18,64.4,64.8,70.3,-0.38,-10.59,-7.84,-6.84,42.64,53.88,2019
"1374","Southern","SWAC",20,13,60.2,64.8,68.4,-4.7,-8.52,-11.68,-3.14,38.72,45.81,2019
"1375","Lafayette","Patriot",8,23,53.9,60.4,67.2,-6.42,-8.71,-13,-2.13,43.84,59.62,2019
"1376","Bryant","NEC",11,19,64.7,68.8,75.1,-4.17,-11.01,-6.66,-8.52,47.21,61.17,2019
"1377","Louisiana-Monroe","Sun Belt",10,19,55.8,61,64.3,-5.17,-7.42,-16.13,0.86,36.84,50.33,2019
"1378","Niagara","MAAC",12,19,61.3,70.1,74.5,-8.81,-6.76,-5.11,-10.45,48.55,63.23,2019
