"","School","Conf","W","L","PPG","PPG_Allowed","Pace","MOV","SOS","OSRS","DSRS","Adj_ORtg","Adj_DRtg","year"
"1608","Tulsa","AAC",13,18,57.8,63.4,71.2,-5.55,4.34,-3.61,2.4,54.74,49.88,2019
"1609","Dartmouth","Ivy",13,14,61.2,59.3,66.3,1.85,-3.08,-4.79,3.56,59.32,54.79,2019
"1610","South Alabama","Sun Belt",25,11,68,63.2,71.8,4.75,-4.2,-0.73,-0.65,53.52,48.92,2019
"1611","San Diego State","MWC",14,18,65,67.4,70,-2.47,0.9,0.59,-2.15,61.29,59.09,2019
"1612","Towson","CAA",20,13,67.2,67.2,76.2,-0.03,-1.7,2.96,-4.7,59.21,54.9,2019
"1613","Appalachian State","Sun Belt",22,14,68.5,67.7,74.6,0.75,-2.68,1.97,-3.9,60.11,55.98,2019
"1614","Tennessee Tech","OVC",22,11,69.6,64,68.5,5.61,-5.65,0.81,-2.91,58.85,55.26,2019
"1615","Montana State","Big Sky",16,15,65.2,66.4,69.3,-1.23,-0.34,-0.56,-1.59,59.28,56.8,2019
"1616","Abilene Christian","Southland",23,10,73.2,64.1,65.8,9.06,-6.48,2.81,-5.08,59.65,55.35,2019
"1617","Delaware","CAA",16,15,61.5,60.8,73,0.65,-2.93,-4.62,2.34,53.33,49.78,2019
"1618","Southern Mississippi","CUSA",18,14,63.2,59.1,66.8,4.06,-4.4,-5.85,3.39,53.91,50.02,2019
"1619","Stony Brook","AmEast",23,8,65.1,56.8,65.6,8.35,-10.09,-2.66,-0.03,61.37,58.01,2019
"1620","California Baptist","WAC",18,12,79.4,68.1,74.6,11.3,-8.42,7.36,-10.13,52.01,50.17,2019
"1621","New Mexico State","WAC",26,7,72.1,64,74.1,8.06,-8.74,0.48,-3.28,52.97,51.08,2019
"1622","Portland","WCC",13,17,74,75.8,72.1,-1.87,2.42,8.61,-11.4,60.71,59.22,2019
"1623","Ball State","MAC",8,23,64.1,71.7,74.1,-7.61,6.24,0.2,-3.05,55.22,53.58,2019
"1624","Kansas City","WAC",16,15,76,70,73,6,-7.22,5.64,-8.69,59.13,57.93,2019
"1625","North Alabama","A-Sun",21,9,71,60.7,70.2,10.3,-8.94,0.29,-3.35,47.3,45.33,2019
"1626","UNC Wilmington","CAA",18,12,65.6,64.1,68.6,1.5,-3.5,-1.29,-1.82,56.75,54.43,2019
"1627","Chattanooga","Southern",14,17,62,64.3,68.8,-2.29,-0.6,-3.75,0.59,54.67,52.66,2019
"1628","Wichita State","AAC",12,18,56.9,61.7,69.6,-4.8,1.55,-6.88,3.63,51.15,49.95,2019
"1629","George Mason","A-10",16,14,64.6,63.3,70.7,1.3,-4.68,-1.28,-2.1,59.84,58.32,2019
"1630","Robert Morris","NEC",22,11,62,55.3,68.5,6.76,-10,-9.51,5.85,50.87,49.04,2019
"1631","East Carolina","AAC",16,15,61.2,64.7,74.9,-3.55,-0.13,-1.86,-1.82,53.12,51.47,2019
"1632","UC-Irvine","Big West",20,11,66.8,65.4,70.9,1.42,-2.68,0.51,-4.2,58.32,58.46,2019
"1633","Cornell","Ivy",12,14,58,59.1,70.4,-1.12,-2.6,-8.11,4.4,51.39,51.02,2019
"1634","San Francisco","WCC",7,24,64.9,72.3,70,-7.35,3.4,-0.81,-3.15,58.96,59.71,2019
"1635","High Point","Big South",22,9,72.8,65.6,73.6,7.16,-8.12,3.37,-7.35,55.03,53.22,2019
"1636","William & Mary","CAA",15,16,65,65.2,70.4,-0.26,-3.85,-0.14,-3.97,60.76,59.5,2019
"1637","Bowling Green","MAC",9,21,68.9,74.4,74.9,-5.43,2.61,4.92,-9.14,60.23,60.01,2019
"1638","UMass","A-10",16,16,63,61.7,69.2,1.34,-5.68,-3.46,-0.88,58.81,58.41,2019
"1639","Georgia State","Sun Belt",17,14,63.3,63.4,71.4,-0.1,-4.29,-3.73,-0.66,55.16,54.36,2019
"1640","Columbia","Ivy",8,19,64.9,68.6,71.9,-3.7,-0.7,-0.22,-4.18,60.38,60.5,2019
"1641","Marshall","CUSA",17,15,67.3,66.3,70.3,1.06,-4.09,-0.77,-3.94,56.1,56.02,2019
"1642","Northern Kentucky","Horizon",11,18,58.7,62.1,67.7,-3.41,0.14,-5.71,0.85,54.33,55.54,2019
"1643","Coastal Carolina","Sun Belt",17,15,71.2,66.6,72.4,4.63,-4.83,0.17,-5.07,53.83,53.78,2019
"1644","Texas State","Sun Belt",14,17,62.5,62,66.1,0.48,-1.42,-5.8,0.87,53.31,53.67,2019
"1645","Liberty","A-Sun",16,16,62.2,61.3,68.8,0.88,-5.25,-4.8,-0.16,54,54.43,2019
"1646","Sam Houston","Southland",16,13,74.5,68.4,74.3,6.1,-6.86,3.51,-8.6,51.18,50.31,2019
"1647","Saint Joseph's","A-10",12,19,53.7,57,64.6,-3.26,-1.87,-9.84,4.71,54.22,55.74,2019
"1648","George Washington","A-10",10,20,51.3,57.4,65.6,-6.1,0.77,-11.74,6.42,50.5,53.41,2019
"1649","Furman","Southern",19,14,64.6,63.7,67.4,0.91,-5.62,-3.71,-1.75,54.77,54.67,2019
"1650","Jacksonville State","OVC",15,15,59.8,59.1,70.3,0.73,-5.13,-9.74,4.27,46.06,46.94,2019
"1651","Boston University","Patriot",15,14,58.9,59.1,65.3,-0.21,-5.39,-8.02,2.42,58.32,60,2019
"1652","Montana","Big Sky",14,16,65.5,68.6,69.1,-3.03,-0.96,-2.21,-3.44,57.37,60.02,2019
"1653","Western Michigan","MAC",10,20,61.8,66.7,69.4,-4.93,0.2,-4.5,-1.23,55.61,58.11,2019
"1654","Colorado State","MWC",8,22,54.7,60.9,62.8,-6.23,3.76,-10.56,4.82,49.64,54.41,2019
"1655","Stetson","A-Sun",16,16,61,60.8,65.4,0.16,-4.01,-6.49,0.72,53.84,55.46,2019
"1656","Northern Arizona","Big Sky",13,18,68.2,72.9,75.4,-4.65,-1.51,1.22,-7.37,58.5,61.49,2019
"1657","Eastern Washington","Big Sky",13,20,63.1,69.2,69.7,-6.18,0.59,-2.9,-3.54,55.55,59.58,2019
"1658","Western Illinois","Summit",12,18,75.5,78.4,77.3,-2.9,0.39,7.18,-13.65,55.38,57.96,2019
"1659","Memphis","AAC",11,20,57.1,64.5,72.2,-7.45,0.98,-6.29,-0.19,50.82,53.16,2019
"1660","Arkansas State","Sun Belt",12,18,67.7,72.6,74.3,-4.97,-1.53,1.7,-8.2,59.23,61.64,2019
"1661","East Tennessee State","Southern",10,21,67.8,72.4,77.5,-4.52,-2.06,1.33,-7.91,54.9,56.83,2019
"1662","Cal State Fullerton","Big West",14,16,62.6,65.1,69.4,-2.47,-3.68,-3.89,-2.75,54.15,58.67,2019
"1663","Air Force","MWC",8,22,60.1,67.1,73.2,-6.93,1.1,-5.18,-1.51,47.6,51.85,2019
"1664","Loyola (IL)","MVC",13,18,62.3,66.2,71.7,-3.94,-2.76,-5.24,-1.45,54,57.87,2019
"1665","North Carolina A&T","MEAC",20,12,59.9,54.3,69.7,5.56,-12.63,-9.71,2.98,38.98,40.7,2019
"1666","Cleveland State","Horizon",10,20,64.4,68,71.7,-3.6,-0.72,-1.73,-5.06,50.19,54.24,2019
"1667","UNC Asheville","Big South",17,15,60.3,56.4,66,3.94,-8.98,-9.94,3.06,51.43,53.49,2019
"1668","Indiana State","MVC",11,19,62.9,66.4,71.2,-3.53,-2.18,-4.01,-3.07,50.94,55.51,2019
"1669","Austin Peay","OVC",15,15,69.1,67.1,68,1.97,-7.49,-2.26,-4.91,56.08,59.52,2019
"1670","Holy Cross","Patriot",18,13,63.4,63.1,69.6,0.26,-7.53,-3.31,-3.97,57.7,62.13,2019
"1671","Texas-Rio Grande Valley","WAC",18,15,63.6,61.2,68.3,2.42,-7.48,-6.35,-0.97,51.67,54.48,2019
"1672","Long Beach State","Big West",9,22,56,64.5,68.8,-8.45,1.04,-8.08,0.66,50.43,55.91,2019
"1673","Southeast Missouri State","OVC",13,17,63.9,65.4,69.1,-1.43,-4.26,-5.73,-1.88,50.39,54.29,2019
"1674","North Dakota","Summit",12,19,65.6,73,73.1,-7.35,0.98,-1.68,-6.07,52.21,57.21,2019
"1675","Rider","MAAC",19,13,62.1,62.2,70.9,-0.03,-7.78,-4.26,-3.55,56.21,60.69,2019
"1676","San Diego","WCC",9,21,69.3,71.7,75.5,-2.4,2.73,-3.73,-4.36,56.03,62.34,2019
"1677","Nicholls State","Southland",20,12,68.3,65.2,68.5,3.19,-8.91,-1.5,-6.61,54.47,57.32,2019
"1678","Murray State","OVC",13,17,69.1,69.5,70.5,-0.47,-4.54,-1.26,-7.13,54.28,59.26,2019
"1679","Sacred Heart","NEC",19,13,63.7,60.8,70,2.97,-11.53,-6.76,-1.8,55.15,59.97,2019
"1680","SIU Edwardsville","OVC",13,16,61.5,64.7,69.6,-3.14,-5.43,-6.97,-1.74,50.34,56.25,2019
"1681","Jacksonville","A-Sun",14,16,65.7,63.5,68.5,2.13,-6.47,-4.81,-4.33,46.5,51.53,2019
"1682","UTEP","CUSA",9,22,58.5,65.5,66.9,-6.9,-2.27,-8.05,-1.12,55.21,62.51,2019
"1683","Maryland-Eastern Shore","MEAC",17,14,65,60.2,68.7,4.74,-10.91,-5.68,-3.78,44.49,51.06,2019
"1684","Campbell","Big South",23,13,59.5,56.3,68.1,3.19,-10.73,-12.18,2.6,44.74,49.97,2019
"1685","Hampton","Big South",16,14,69,67.4,74.3,1.63,-9.03,-0.48,-9.17,53.93,59.54,2019
"1686","Prairie View","SWAC",17,14,67.6,62.2,74.3,5.39,-10.16,-4.65,-5.24,47.67,51.2,2019
"1687","Rhode Island","A-10",8,21,60,69.4,75.2,-9.41,-0.6,-4.11,-5.9,51.67,59.14,2019
"1688","St. Bonaventure","A-10",8,22,57.2,66,70.1,-8.87,-1.15,-7.86,-2.16,51.75,60.14,2019
"1689","Wofford","Southern",16,15,72.8,67.7,71.5,5.1,-8.75,0.29,-10.32,51,57.06,2019
"1690","UC Santa Barbara","Big West",8,22,55.7,64.9,67.8,-9.2,-0.88,-9.18,-0.91,52.51,61.93,2019
"1691","San Jose State","MWC",6,24,63.9,76.3,74.8,-12.37,2.39,0.25,-10.41,52.52,60.42,2019
"1692","Cal State Bakersfield","WAC",14,17,63.4,62.5,70.7,0.9,-8.3,-7.39,-2.78,46.9,53.95,2019
"1693","North Florida","A-Sun",15,14,65.2,65,70.2,0.21,-7.22,-3.11,-7.22,50.83,57.52,2019
"1694","Elon","CAA",9,21,62.2,69.6,71,-7.43,-2.18,-4.5,-5.85,52.25,60.39,2019
"1695","Colgate","Patriot",12,17,64.3,67.8,74,-3.45,-7.16,-1.6,-9,55.09,63.51,2019
"1696","St. Francis (NY)","NEC",18,13,75.1,70.6,73.8,4.48,-13.63,2.55,-13.25,58.02,66.1,2019
"1697","Cal Poly","Big West",6,21,59.7,69.8,71.4,-10.11,0.55,-5.78,-5.02,48.28,57.67,2019
"1698","Norfolk State","MEAC",17,15,59.8,55.2,67.3,4.56,-12.83,-12.22,1.39,41.94,48.98,2019
"1699","Sacramento State","Big Sky",10,19,69.1,77.6,77.1,-8.48,-1.87,1.03,-11.9,51.48,59.81,2019
"1700","Howard","MEAC",18,13,71.1,68.4,78.7,2.77,-13.66,1.47,-12.36,50.78,58.58,2019
"1701","Texas A&M-Corpus Christi","Southland",17,16,62.7,59.8,67.7,2.91,-9.38,-9.75,-1.14,42.49,48.42,2019
"1702","UNC Greensboro","Southern",11,19,63.7,60.9,64.9,2.8,-6.56,-7.35,-3.6,46.52,53.91,2019
"1703","Kennesaw State","A-Sun",9,22,61.4,66.7,70.7,-5.32,-5.33,-6.35,-4.82,49.15,57.94,2019
"1704","Hofstra","CAA",11,22,59.2,65.7,69.7,-6.55,-3.82,-7.47,-3.75,50.13,58.75,2019
"1705","Louisiana","Sun Belt",7,23,61.9,70.7,70.6,-8.73,-2.34,-4.95,-6.33,51.1,58.92,2019
"1706","Southern Utah","Big Sky",8,23,61.9,71.7,70.3,-9.74,-1.52,-5.56,-5.7,52.82,63.75,2019
"1707","Navy","Patriot",10,19,53.4,57.8,68.6,-4.41,-5.14,-12.7,1.38,42.75,52.75,2019
"1708","Army","Patriot",11,19,56.6,60.3,65.8,-3.67,-6.68,-10.69,-0.68,49.94,60.12,2019
"1709","Central Arkansas","Southland",12,18,61.5,59.8,63.5,1.67,-7.73,-10.86,-0.56,45.93,51.92,2019
"1710","Albany (NY)","AmEast",13,18,55.3,59.3,65.7,-4.03,-7.46,-10.84,-0.66,50.85,61.05,2019
"1711","Bethune-Cookman","MEAC",21,11,62.5,61.2,69,1.28,-11.72,-8.11,-3.64,43.73,51.86,2019
"1712","Binghamton","AmEast",12,18,59.6,64,67.8,-4.4,-6.16,-6.89,-4.91,48.59,57.75,2019
"1713","Gardner-Webb","Big South",16,15,67,63.8,70.9,3.19,-10.84,-4.76,-7.09,45.99,53.47,2019
"1714","Saint Francis (PA)","NEC",16,17,71.8,75.2,75.4,-3.42,-8.01,2.64,-14.56,57.47,66.14,2019
"1715","Manhattan","MAAC",12,19,54.1,56.3,68.9,-2.23,-9.78,-13.9,1.89,44.25,54.93,2019
"1716","Jackson State","SWAC",18,14,69.3,64.8,75,4.53,-13.65,-3.17,-8.92,48.74,54.96,2019
"1717","Valparaiso","MVC",8,24,63.9,73.4,72.8,-9.5,-2.83,-3.54,-8.72,55.01,66.36,2019
"1718","Utah Valley","WAC",14,16,64.7,67.8,67.1,-3.03,-7.43,-7.22,-5.21,49.11,58.94,2019
"1719","Omaha","Summit",8,21,59.8,66.4,68,-6.62,-2.22,-9.71,-2.92,45.09,56.68,2019
"1720","Canisius","MAAC",11,19,57.6,61.8,69.2,-4.17,-8.61,-10.05,-2.73,48.81,60.6,2019
"1721","Eastern Illinois","OVC",11,18,65.7,67,67.6,-1.28,-4.67,-6.68,-6.26,47.92,58.81,2019
"1722","Monmouth","MAAC",14,17,58.1,63.6,71.4,-5.52,-7.48,-8.02,-4.98,49.56,61.71,2019
"1723","Fairfield","MAAC",11,20,55.9,60,65.3,-4.03,-9.04,-12.28,-0.8,51.67,64.2,2019
"1724","Samford","Southern",10,20,58.4,65.1,64.4,-6.67,-4.46,-10.92,-2.22,48.8,60.03,2019
"1725","Oakland","Horizon",6,24,61.8,73.5,74.2,-11.67,1.53,-2.75,-10.51,47.71,58.45,2019
"1726","Grambling","SWAC",16,16,63.6,67.1,76.9,-3.56,-9.71,-5.01,-8.26,49.16,57.94,2019
"1727","Mount St. Mary's","NEC",15,16,66.6,68.3,72,-1.74,-10.86,-4.18,-9.27,53.47,64.45,2019
"1728","Richmond","A-10",9,21,52.2,64.5,68.8,-12.37,-1.1,-11.3,-2.17,47.74,60.62,2019
"1729","Weber State","Big Sky",6,25,62.4,70.9,71.1,-8.55,-2.9,-6.83,-6.97,49.25,62.68,2019
"1730","La Salle","A-10",6,25,54.8,69.2,75.6,-14.39,0.57,-7.86,-5.96,44.5,56.88,2019
"1731","North Dakota State","Summit",7,22,57.2,70.4,66.4,-13.21,0.02,-9.84,-4.04,50.6,65.54,2019
"1732","Loyola (MD)","Patriot",7,24,53.8,64.4,66.8,-10.58,-3.37,-11.73,-2.22,49.02,63.3,2019
"1733","Brown","Ivy",9,21,69.1,78.3,74.6,-9.2,-2.62,3.27,-17.35,53.25,65.63,2019
"1734","Purdue Fort Wayne","Summit",7,22,61.8,70.6,66.5,-8.83,-1.14,-8.27,-6.09,45.59,59.46,2019
"1735","Seattle","WAC",3,27,61.4,70.9,71.1,-9.5,-4.87,-7.05,-7.31,52.4,66.31,2019
"1736","UTSA","CUSA",7,21,58.6,69,68.2,-10.43,-0.91,-7.53,-6.84,44.1,56.44,2019
"1737","Texas Southern","SWAC",15,15,60.5,59.8,67.7,0.73,-12.94,-12.04,-2.44,45.36,54.66,2019
"1738","Siena","MAAC",12,18,58.1,63.4,69.7,-5.27,-9.38,-9.33,-5.31,48.11,63.19,2019
"1739","Charleston Southern","Big South",14,18,64.4,64.8,70.3,-0.38,-10.59,-7.84,-6.84,44.04,55.36,2019
"1740","Southern","SWAC",20,13,60.2,64.8,68.4,-4.7,-8.52,-11.68,-3.14,42.56,49.36,2019
"1741","Lafayette","Patriot",8,23,53.9,60.4,67.2,-6.42,-8.71,-13,-2.13,46.49,62.21,2019
"1742","Bryant","NEC",11,19,64.7,68.8,75.1,-4.17,-11.01,-6.66,-8.52,49.86,63.77,2019
"1743","Louisiana-Monroe","Sun Belt",10,19,55.8,61,64.3,-5.17,-7.42,-16.13,0.86,40.76,54.36,2019
"1744","Niagara","MAAC",12,19,61.3,70.1,74.5,-8.81,-6.76,-5.11,-10.45,50.41,65.2,2019
"1745","Tennessee State","OVC",5,25,59.2,73.9,74.1,-14.73,-1.46,-7.92,-8.28,48.54,63.04,2019
"1746","Detroit Mercy","Horizon",4,25,53,67.9,69.4,-14.9,-0.73,-11.46,-4.98,44.1,61.4,2019
"1747","College of Charleston","CAA",7,23,60.8,70.8,72.2,-9.97,-5.22,-6.98,-9.69,46.89,62.68,2019
"1748","Vermont","AmEast",11,18,52.3,59.7,64.8,-7.34,-7.6,-14.75,-2.24,43.24,60.95,2019
"1749","Georgia Southern","Sun Belt",7,22,62.2,73.6,68.7,-11.34,-4.49,-5.15,-11.88,52.66,68.75,2019
"1750","Florida Atlantic","CUSA",5,25,57,72,73.8,-14.97,-2.18,-8.18,-8.96,45.75,62.75,2019
"1751","South Carolina State","MEAC",16,16,57.3,59,64.8,-1.69,-14.01,-14.62,-2.62,33.68,49.23,2019
"1752","Alabama A&M","SWAC",13,17,59.5,62.9,73.1,-3.33,-14.34,-12.15,-5.53,45.69,60.7,2019
"1753","Presbyterian","Big South",7,24,56.7,65.5,70.5,-8.74,-9.08,-12.52,-5.3,45.64,63.13,2019
"1754","Florida International","CUSA",5,24,58.6,71.3,70.7,-12.72,-4.87,-8.38,-9.56,46.16,63.26,2019
"1755","Grand Canyon","WAC",7,20,56.3,65.2,67.3,-8.89,-9.98,-14.37,-4.5,45.98,66.54,2019
"1756","Central Connecticut State","NEC",7,21,59.1,67,72.1,-7.89,-11.1,-11.48,-7.51,46.14,65.6,2019
"1757","Southeastern Louisiana","Southland",9,20,57.1,65.3,66.6,-8.24,-10.27,-13.39,-5.76,40.95,57.03,2019
"1758","Houston Christian","Southland",9,19,65.4,69,69.1,-3.61,-8.34,-8.88,-10.34,38.66,53.08,2019
"1759","Northwestern State","Southland",11,18,69.3,73.9,70.6,-4.66,-8.46,-2.75,-16.48,43.47,58.27,2019
"1760","Massachusetts-Lowell","AmEast",7,22,53.2,62.8,65.9,-9.59,-8.41,-14.67,-4.89,43.62,64.73,2019
"1761","Maryland-Baltimore County","AmEast",10,20,55.5,62.4,65.5,-6.93,-8.5,-13.9,-5.67,38.54,58.09,2019
"1762","NJIT","A-Sun",6,24,54.2,66.9,72.1,-12.67,-7.13,-13.48,-6.32,42.16,63.44,2019
"1763","Evansville","MVC",4,26,56.6,73.8,71.1,-17.17,-2.76,-10.36,-9.56,47.4,69.57,2019
"1764","Morgan State","MEAC",10,21,54.4,62.9,66.2,-8.55,-10.45,-15.15,-4.86,34.22,54.28,2019
"1765","Winthrop","Big South",10,20,55.5,64.6,71.3,-9.07,-10.8,-14.13,-5.91,39.82,58.36,2019
"1766","New Orleans","Southland",12,16,60.9,66,67.3,-5.11,-9.39,-11.95,-8.2,39.19,56.07,2019
"1767","New Hampshire","AmEast",6,24,52.4,64.8,65.8,-12.4,-6.66,-14.57,-5.75,42.98,65.94,2019
"1768","Illinois-Chicago","Horizon",3,26,49.2,69.8,72.7,-20.52,-0.2,-15.16,-5.56,38.75,61.77,2019
"1769","Alabama State","SWAC",11,19,57.9,68.5,73.7,-10.57,-9.63,-12.35,-8.42,42.67,60.53,2019
"1770","Eastern Kentucky","OVC",2,27,54.5,71,68.4,-16.52,-0.36,-13.07,-8.14,40.11,62.17,2019
"1771","Wagner","NEC",10,20,63.5,71.1,70.5,-7.67,-12.77,-8.17,-13.46,47.88,70.69,2019
"1772","Iona","MAAC",5,26,47.1,63.3,67.7,-16.19,-5.73,-18.77,-3.16,38.31,64.23,2019
"1773","Coppin State","MEAC",5,25,57.2,71.9,71.3,-14.73,-7.24,-10.46,-11.52,40.68,62.4,2019
"1774","Lipscomb","A-Sun",4,25,53.7,71.8,72.7,-18.14,-4.3,-13.46,-8.98,41.42,65.51,2019
"1775","South Carolina Upstate","Big South",7,23,62.4,70.2,72.8,-7.83,-10.7,-8.38,-14.13,39.07,59.13,2019
"1776","Incarnate Word","Southland",5,24,57,75.5,73.7,-18.52,-4.06,-9.96,-12.61,44.48,67.14,2019
"1777","Longwood","Big South",3,27,59.4,73.5,74.3,-14.1,-8.54,-9.34,-13.3,45.43,69.1,2019
"1778","Delaware State","MEAC",7,21,60.1,71.4,69.7,-11.29,-10.04,-8.43,-14.99,39.15,62.07,2019
"1779","McNeese State","Southland",7,22,62.7,77.3,76.9,-14.66,-7.92,-7.08,-16.95,46.81,70.17,2019
"1780","North Carolina Central","MEAC",9,22,59.6,70.6,72.2,-10.94,-12.6,-10.98,-13.12,36.79,60.99,2019
"1781","Saint Peter's","MAAC",6,24,56.3,68.7,72.9,-12.47,-11.68,-12.61,-11.53,42.63,70.45,2019
"1782","FDU","NEC",8,22,57.6,65.2,67.8,-7.53,-13.58,-16.16,-8.03,39.84,65.34,2019
"1783","Western Carolina","Southern",4,26,53.6,69.3,69,-15.7,-6.65,-14.8,-9.96,36.87,62.45,2019
"1784","Mississippi Valley State","SWAC",6,24,61.4,74.7,77.3,-13.37,-11.91,-8.74,-16.54,45.04,69.32,2019
"1785","Florida A&M","MEAC",4,25,51.4,67.5,71,-16.03,-9.62,-18.22,-8.22,28.51,55.29,2019
"1786","Savannah State","MEAC",7,19,62.8,69.2,77.1,-6.46,-12.94,-12.65,-14.83,-5.35,10.17,2019
"1787","Long Island University","NEC",4,25,56,70.8,71.9,-14.79,-12.93,-14.57,-13.08,40.91,72.73,2019
"1788","Alcorn State","SWAC",4,26,57.1,72.3,72.1,-15.23,-14.02,-14.34,-15.57,35.45,62.93,2019
"1789","Arkansas-Pine Bluff","SWAC",5,20,51.4,66.3,70.9,-14.96,-13.17,-21.04,-11.27,24.66,52.36,2019
"1790","Chicago State","WAC",2,28,55.5,85,79.7,-29.43,-6.09,-13.87,-21.65,35.73,74.49,2019
"1791","UConn","AAC",36,1,89.4,53.4,72.5,36.05,13.63,29.01,20.68,93.58,23.7,2018
"1792","Baylor","Big 12",33,2,86.1,56.1,73.4,29.97,12.61,25.42,17.16,88.61,27.54,2018
"1793","Mississippi State","SEC",37,2,81.1,56.4,73.6,24.74,13.06,21.68,16.13,87.77,31.25,2018
"1794","Notre Dame","ACC",35,3,85.1,67.8,77,17.34,18.86,27.82,8.39,89.75,37.39,2018
"1795","Louisville","ACC",36,3,76.7,57.1,71.5,19.69,15.01,17.53,17.17,83.15,31.36,2018
"1796","Oregon","Pac-12",33,5,82.4,63.6,69.2,18.82,14.58,22.23,11.2,88.53,38.56,2018
"1797","Texas","Big 12",28,7,80.7,64.1,70.6,16.66,15.59,21.77,10.48,81.35,34.3,2018
"1798","UCLA","Pac-12",27,8,75.5,63.5,71.5,11.94,17.03,17.01,11.96,79.59,35.95,2018
"1799","Florida State","ACC",26,7,81,64.3,71.2,16.7,11.23,21.63,6.3,83.79,42.07,2018
"1800","Ohio State","Big Ten",28,7,85,71.1,71.2,13.89,13.62,24.97,2.54,82.26,42.45,2018
"1801","South Carolina","SEC",29,7,75.2,61.2,73.8,14.03,13.31,15.89,11.45,74.87,35.87,2018
"1802","Tennessee","SEC",25,8,77.6,64.3,75.6,13.27,13.19,17.14,9.32,72.99,34.15,2018
"1803","Oregon State","Pac-12",26,8,72.6,58.9,68.7,13.76,12.48,12.01,14.23,75.02,36.48,2018
"1804","Maryland","Big Ten",26,8,79.6,64.1,73,15.5,10.1,18.31,7.28,79.25,41.26,2018
"1805","Duke","ACC",24,9,68.8,56.3,71.1,12.48,11.59,9.13,14.94,73.62,35.51,2018
"1806","Oklahoma State","Big 12",21,11,78.3,67.6,72.4,10.72,12.89,17.76,5.85,77.3,41.74,2018
"1807","Stanford","Pac-12",24,11,68.7,62.7,72,6.09,17.47,10.45,13.11,72.16,34.99,2018
"1808","Arizona State","Pac-12",22,13,67.8,57.8,66.2,10.03,13.37,7.52,15.88,74.38,38.06,2018
"1809","DePaul","Big East",27,8,82.9,70.8,74.4,12.11,10.88,21.95,1.04,79.22,45.11,2018
"1810","Texas A&M","SEC",26,10,77.7,68.5,71,9.17,13.67,18.02,4.82,81.12,45.65,2018
"1811","NC State","ACC",26,9,66.8,57.2,70.1,9.54,12.97,7.13,15.38,69.68,34.58,2018
"1812","West Virginia","Big 12",25,12,73.3,61.5,72.6,11.86,10.57,11.34,11.04,72.73,37.12,2018
"1813","South Florida","AAC",26,8,75.2,63,68.8,12.24,9.94,13.87,8.31,79.67,45.56,2018
"1814","Michigan","Big Ten",23,10,74.9,62.5,72.5,12.42,9.35,11.99,9.78,74.28,40.7,2018
"1815","Oklahoma","Big 12",16,15,76,72.7,79.9,3.32,18.06,17.36,4.03,73.63,40.68,2018
"1816","Green Bay","Horizon",29,4,65.6,47.4,64.8,18.18,2.77,1.09,19.85,68.77,32.91,2018
"1817","Marquette","Big East",24,10,80.2,70.8,74.5,9.44,10.69,19.92,0.22,78.07,47.06,2018
"1818","Iowa","Big Ten",24,8,78.7,68.9,72.5,9.81,9.93,16.39,3.35,74.11,43.67,2018
"1819","USC","Pac-12",20,11,67.7,60.6,72,7.1,12.48,8.18,11.39,70.46,39.19,2018
"1820","Minnesota","Big Ten",24,9,84.9,74.8,70,10.12,9.41,22.87,-3.34,78.57,50.04,2018
"1821","Georgia Tech","ACC",20,14,67.5,57.4,74.7,10.06,8.35,7.72,11.18,66.47,36.16,2018
"1822","Missouri","SEC",24,8,69.8,61,66,8.75,10.09,7.88,10.97,73.89,43.3,2018
"1823","South Dakota State","Summit",26,7,78.2,62.2,70.1,16,2.59,12.93,5.75,72.08,44.01,2018
"1824","Georgia","SEC",26,7,67,57.6,71.9,9.36,9.22,5.56,13.02,62.49,32.73,2018
"1825","Miami (FL)","ACC",21,11,71.1,64.1,72.7,6.97,10.84,10.05,7.76,66.27,38.11,2018
"1826","Virginia Tech","ACC",23,14,72.2,64.4,70.9,7.89,9.86,12.94,4.81,72.58,44.7,2018
"1827","Utah","Pac-12",18,14,71.2,63.8,71.1,7.44,10.14,10.35,7.23,69.62,41.48,2018
"1828","Michigan State","Big Ten",19,14,75.1,68.3,74.2,6.73,10.79,13.26,4.26,70.6,43.87,2018
"1829","Buffalo","MAC",29,6,78.1,65.1,74.9,12.97,4.3,13.78,3.49,67.1,40.87,2018
"1830","Rutgers","Big Ten",20,12,64.9,60,68,4.91,11.9,3.95,12.86,64.09,37.95,2018
"1831","California","Pac-12",21,11,69,65.9,68.5,3.09,13.53,9.89,6.74,72.6,46.06,2018
"1832","TCU","Big 12",23,13,74.8,70.9,72.5,3.89,12.59,13.64,2.84,73.42,46.89,2018
"1833","Syracuse","ACC",22,9,73.1,66.6,75.8,6.52,9.81,13.18,3.14,72.62,46.3,2018
"1834","Central Michigan","MAC",30,5,82.3,70.8,72.6,11.54,5.54,16.97,-1.02,78.03,54.17,2018
"1835","Virginia","ACC",19,14,62.1,61.2,69,0.91,14.81,3.17,12.55,64.96,39.61,2018
"1836","Villanova","Big East",23,9,67.5,61,64.8,6.5,9.19,6.63,9.06,75.24,49.19,2018
"1837","LSU","SEC",19,10,66.3,61.7,66.6,4.69,10.89,5.06,10.52,66.08,40.46,2018
"1838","Indiana","Big Ten",23,14,70.1,66.7,73,3.46,11.86,9.32,6,69.87,45.1,2018
