"","School","Conf","W","L","PPG","PPG_Allowed","Pace","MOV","SOS","OSRS","DSRS","Adj_ORtg","Adj_DRtg","year"
"237","Marist","MAAC",18,13,64.6,62.2,65.5,2.45,-8.09,-11.05,5.41,94.91,102.36,2024
"238","Radford","Big South",16,17,72,71.5,65.3,0.48,-3.47,-4.59,-1.08,104.06,112.11,2024
"239","Southern Utah","WAC",10,21,75,77.6,71.4,-2.58,-1.17,0.76,-6.48,103.39,110.9,2024
"240","Rider","MAAC",15,17,72.2,72.1,69.1,0.03,-4.28,-2.48,-3.26,100.6,108.53,2024
"241","Norfolk State","MEAC",24,11,74.5,67.5,68.3,6.97,-7.76,-4.75,-1.01,101.39,109.29,2024
"242","South Alabama","Sun Belt",16,16,74,75.7,70.2,-1.69,-3.37,-1.57,-4.35,101.95,110.07,2024
"243","Southern Mississippi","Sun Belt",16,16,69.9,71,69.5,-1.16,-2.93,-4.59,-1.33,98.84,107.07,2024
"244","Northeastern","CAA",12,20,69.4,72.3,65.8,-2.94,-3.15,-4.04,-2.05,102.88,111.71,2024
"245","Austin Peay","A-Sun",19,16,74.8,73.2,65.9,1.66,-4.85,-2.38,-3.74,104.57,113.45,2024
"246","New Hampshire","AmEast",16,15,74.1,74.1,73.3,0.03,-3.61,-1.63,-4.52,97.87,105.97,2024
"247","DePaul","Big East",3,29,64.7,81.8,68.4,-17.03,10.8,-2.65,-3.58,102.04,110.74,2024
"248","North Dakota","Summit",18,14,75.3,71.9,67.9,3.38,-6.1,-3.16,-3.08,101.47,110.46,2024
"249","Florida Gulf Coast","A-Sun",14,18,70.4,71.1,65.6,-0.72,-3.94,-7.29,1,101.16,109.97,2024
"250","Maine","AmEast",15,17,67.6,67.5,68.1,0.16,-4.87,-9.41,3.03,94.89,103.85,2024
"251","Miami (OH)","MAC",15,17,70.6,70,68.5,0.56,-4.08,-5.47,-0.98,98.43,107.19,2024
"252","The Citadel","Southern",11,21,70.6,71.5,67,-0.91,-2.91,-5.93,-0.6,100.5,110.01,2024
"253","Mount St. Mary's","MAAC",13,19,72.7,71.8,69.3,0.91,-7.45,-1.97,-4.57,99.59,109.06,2024
"254","Albany (NY)","AmEast",13,19,78.7,78.8,74.6,-0.13,-5.22,3.71,-10.32,102.39,111.43,2024
"255","Ball State","MAC",15,16,73.5,71,67.8,2.58,-5.93,-3.55,-3.13,101.07,110.63,2024
"256","North Florida","A-Sun",16,16,78,75.8,69.4,2.16,-4.84,-1.08,-5.87,105.03,113.94,2024
"257","Nicholls State","Southland",20,14,73.9,73.9,67.8,-0.06,-5.37,-2.15,-4.99,100.79,110.3,2024
"258","Portland State","Big Sky",17,15,71.9,71.8,69.4,0.09,-4.94,-4.13,-3.02,96.09,105.48,2024
"259","North Alabama","A-Sun",15,17,76.5,76.1,68.9,0.38,-5,-0.89,-6.28,102.6,112.55,2024
"260","Omaha","Summit",15,18,74,72.8,68,1.12,-5.07,-3.08,-4.31,101.65,111.72,2024
"261","Denver","Summit",17,17,81,80.5,71.1,0.53,-4.82,4.47,-11.86,104.93,115.36,2024
"262","Oral Roberts","Summit",12,19,73.4,75.3,68.6,-1.9,-2.6,-2.65,-4.78,101.71,112.29,2024
"263","Middle Tennessee","CUSA",14,19,65.7,70.3,66.8,-4.61,-0.52,-8.02,0.57,95.35,106.04,2024
"264","Lehigh","Patriot",14,18,72.7,71,69.9,1.69,-6.6,-1.75,-5.71,97.62,108.3,2024
"265","Idaho State","Big Sky",14,20,70.5,70.1,64.9,0.41,-5.11,-6.18,-1.31,100.89,111.27,2024
"266","North Dakota State","Summit",15,17,74.6,73.9,66.6,0.69,-3.15,-2.73,-4.84,102.23,113.33,2024
"267","North Carolina Central","MEAC",18,13,76.6,69,69.2,7.61,-8.84,-3.61,-4.27,101.59,112.62,2024
"268","Canisius","MAAC",14,18,70.4,72.1,68.5,-1.72,-4.89,-5.62,-2.33,98.24,109.9,2024
"269","Florida International","CUSA",11,22,73.6,76.5,72.1,-2.91,-2.17,-1.39,-6.62,99.13,110.03,2024
"270","Kennesaw State","A-Sun",15,16,82.8,80.8,75.4,2.06,-5.84,5.12,-13.14,101.7,112.56,2024
"271","Central Michigan","MAC",18,14,66.5,70.1,66.3,-3.59,-3.59,-8.53,0.46,94.84,106.27,2024
"272","Utah Tech","WAC",11,20,70.8,77.1,71.9,-6.29,-1.18,-2.39,-5.69,97.65,108.46,2024
"273","Presbyterian","Big South",14,19,74.8,73.1,68.9,1.7,-5.57,-3.79,-4.34,100.08,111.49,2024
"274","Central Connecticut State","NEC",20,11,72.2,66.5,68,5.68,-10.15,-5.86,-2.29,98.52,109.83,2024
"275","Portland","WCC",12,21,71.5,79.5,69,-7.94,1.54,-1.88,-6.33,102.18,113.82,2024
"276","Valparaiso","MVC",7,25,67.6,75.5,69.3,-7.91,1.17,-5.32,-2.93,97.85,109.19,2024
"277","Bucknell","Patriot",14,19,65.2,67.2,64.1,-1.94,-6.39,-7.98,-0.35,97.28,109.31,2024
"278","Old Dominion","Sun Belt",7,25,70.9,77,71.2,-6.13,-1.58,-3.16,-5.19,97.66,109.04,2024
"279","Niagara","MAAC",16,16,72.5,72.1,67.9,0.38,-7.21,-3.02,-5.38,101.7,113.56,2024
"280","Georgia Southern","Sun Belt",9,24,73.3,79.2,70.1,-5.91,-2.53,-0.78,-7.66,101.17,112.99,2024
"281","New Mexico State","CUSA",13,19,67.7,72.4,68.6,-4.75,0.74,-6.59,-2.03,98.31,111.02,2024
"282","Maryland-Baltimore County","AmEast",11,21,78.7,80.7,74.7,-2.06,-5.93,3.69,-12.36,101.25,113.16,2024
"283","Howard","MEAC",18,17,74.9,74.3,69.4,0.66,-8.02,-1.15,-7.54,102.68,114.84,2024
"284","Southern","SWAC",18,14,71.1,68.7,70.7,2.41,-6.09,-7.55,-1.19,95.43,106.8,2024
"285","Queens (NC)","A-Sun",14,19,80.1,81.6,73.6,-1.52,-3.49,2.18,-10.92,100.68,112.5,2024
"286","Western Illinois","OVC",21,12,68.8,65.7,66.9,3.18,-7.37,-10.32,1.57,94.39,106.47,2024
"287","American","Patriot",16,16,68.8,68,63.1,0.75,-8.79,-7.32,-1.64,102.1,115.41,2024
"288","SIU-Edwardsville","OVC",17,16,71.5,70.1,67.7,1.39,-7.54,-5.89,-3.19,97.86,110.74,2024
"289","Texas Southern","SWAC",16,17,70.2,71.1,69.5,-0.91,-7.03,-6.96,-2.13,94.75,107.25,2024
"290","Northern Illinois","MAC",11,20,73.2,77.4,69.7,-4.19,-1.37,-2.35,-6.81,99.54,112.71,2024
"291","Binghamton","AmEast",15,15,72.1,72.2,68.6,-0.13,-5.21,-5.16,-4.12,98.36,111.29,2024
"292","Western Michigan","MAC",12,20,71.3,74.9,68.6,-3.59,-3.79,-3.93,-5.38,97.79,111.22,2024
"293","Chicago State","Ind",13,19,69.5,70.6,67.6,-1.06,-3.03,-9.06,-0.29,96.09,109.81,2024
"294","South Carolina Upstate","Big South",10,20,71,72.9,68.4,-1.93,-3.02,-5.74,-3.62,97.15,110.5,2024
"295","Robert Morris","Horizon",10,22,72.7,75.8,68.7,-3.09,-4.31,-3.71,-5.87,99.83,113.38,2024
"296","Grambling","SWAC",21,15,67.7,69.6,66.9,-1.94,-5.48,-9.44,-0.19,96.11,109.64,2024
"297","Tennessee State","OVC",18,15,72.7,71,69.8,1.73,-7.64,-5.48,-4.16,96.26,109.73,2024
"298","Jacksonville","A-Sun",16,17,71.8,72.4,68.6,-0.55,-4.87,-7.67,-2.17,97.69,110.72,2024
"299","Sacred Heart","NEC",16,16,74.1,72.3,70.3,1.84,-9.45,-3.29,-6.62,97.97,111.62,2024
"300","Boston University","Patriot",16,17,66.5,66.6,65.9,-0.15,-8.49,-8.62,-1.32,94.68,108.99,2024
"301","Louisiana-Monroe","Sun Belt",11,19,69.9,74.4,69.1,-4.57,-2.44,-6.38,-3.67,97.28,111.78,2024
"302","Coastal Carolina","Sun Belt",9,22,73.5,78.5,71.5,-4.97,-2.88,-3.29,-7.18,97.36,111.94,2024
"303","Delaware State","MEAC",15,19,70.6,71,70.2,-0.41,-7.58,-7.2,-3.31,92.99,107.64,2024
"304","Campbell","CAA",14,18,71,72.1,67,-1.09,-5.66,-6,-4.62,97.41,112.73,2024
"305","Wagner","NEC",17,16,63.7,63.1,63,0.61,-8.58,-14.19,3.55,93.7,108.84,2024
"306","Sacramento State","Big Sky",10,24,67.1,70.4,65.5,-3.29,-3.71,-10.88,0.01,95.33,111.69,2024
"307","Le Moyne","NEC",15,17,72.4,70.2,69.2,2.28,-9.55,-6.17,-4.9,97.45,112.98,2024
"308","Lafayette","Patriot",11,21,62.8,67.3,65.3,-4.5,-6.01,-11.51,0.34,90.49,106.52,2024
"309","Idaho","Big Sky",11,21,67.8,71.2,65.9,-3.38,-4.69,-9,-2.29,96.41,112.96,2024
"310","Southeastern Louisiana","Southland",15,17,69,71,66.9,-1.94,-6.14,-9.57,-1.74,95.91,111.18,2024
"311","William & Mary","CAA",10,23,69.8,72.1,66.7,-2.27,-5.55,-6.67,-4.66,98.69,115.29,2024
"312","Elon","CAA",13,19,73.1,75.4,68,-2.31,-5.46,-4.55,-6.88,99.37,115.74,2024
"313","Jackson State","SWAC",15,17,71.2,75.6,70,-4.34,-7.15,-4.82,-6.67,97.02,112.72,2024
"314","Alcorn State","SWAC",14,18,71.9,77.4,68.3,-5.53,-5.61,-3.48,-8.11,102.52,118.16,2024
"315","Eastern Illinois","OVC",14,18,68.9,67.9,68.2,1,-6.5,-9.41,-2.2,93.05,109.89,2024
"316","Navy","Patriot",13,18,66.5,66.7,65.4,-0.23,-9.54,-9.78,-1.92,93.46,110.85,2024
"317","Alabama State","SWAC",13,19,68.6,69.4,69.7,-0.81,-6.87,-10.12,-1.61,89.07,105.17,2024
"318","Bellarmine","A-Sun",8,23,69.5,74.8,66.8,-5.39,-2.47,-8.43,-3.36,96.78,113.73,2024
"319","South Carolina State","MEAC",14,18,70.2,74.7,70.3,-4.53,-6.18,-5.99,-5.86,95.27,110.86,2024
"320","Bethune-Cookman","SWAC",17,17,72.9,72.6,71.8,0.35,-8.87,-5.24,-6.63,94.01,110.5,2024
"321","Charleston Southern","Big South",10,20,67.6,73.7,68.3,-6.07,-1.59,-10.03,-2,92.81,109.97,2024
"322","Northern Arizona","Big Sky",14,19,68.6,76.6,69,-8,-4.17,-6.34,-5.83,94.6,111.99,2024
"323","South Dakota","Summit",12,20,76.1,79.2,69.8,-3.16,-5.41,-1.35,-11.2,99.78,117.3,2024
"324","Eastern Michigan","MAC",13,18,66,72.6,66.4,-6.61,-5.07,-9.37,-3.39,94.44,112.72,2024
"325","Texas-Rio Grande Valley","WAC",6,25,70.4,79.8,73.5,-9.42,-0.9,-4.62,-8.77,92.91,111.05,2024
"326","Southern Indiana","OVC",8,24,68.6,73,69.7,-4.38,-5.59,-7.49,-6.14,92.8,111.92,2024
"327","Cal Poly","Big West",4,28,63.7,74.1,66.7,-10.44,-2.28,-10.26,-3.38,91.87,111.89,2024
"328","Dartmouth","Ivy",6,21,61.9,71.9,66.3,-10,-1.31,-13.12,-0.88,90.37,111.06,2024
"329","Alabama A&M","SWAC",12,23,69,75.8,71.7,-6.83,-7.52,-7.33,-7.02,90.96,110.46,2024
"330","FDU","NEC",15,17,75.9,77.6,73.6,-1.63,-9.27,-2.63,-11.77,94.26,113.97,2024
"331","Northwestern State","Southland",9,23,70.5,75.9,69.3,-5.38,-6.32,-7.56,-6.86,94.29,114.34,2024
"332","East Texas A&M","Southland",13,20,71.5,74.6,68.7,-3.06,-5.19,-9.28,-5.24,91.3,112.05,2024
"333","NJIT","AmEast",7,21,67.9,75,68.6,-7.11,-4.46,-9.26,-5.39,94.25,115.11,2024
"334","Army","Patriot",10,22,60.3,64.3,63.1,-4.03,-8.93,-15.68,1.01,88.63,110.76,2024
"335","Tennessee Tech","OVC",10,21,67.4,73.8,67.6,-6.45,-6.29,-10.65,-4.39,92.46,114.04,2024
"336","Buffalo","MAC",4,27,68,79.7,70.5,-11.71,-2.82,-7.18,-7.95,93.41,114.47,2024
"337","Manhattan","MAAC",7,23,66.2,75.8,69.2,-9.67,-4.86,-8.06,-7.22,92.35,113.72,2024
"338","Prairie View","SWAC",10,21,70.2,76.4,72.8,-6.19,-6.92,-7.28,-8.13,91.61,112.56,2024
"339","Arkansas-Pine Bluff","SWAC",13,18,80.1,81.8,74.3,-1.71,-7.6,0.13,-15.69,98.9,119.73,2024
"340","Central Arkansas","A-Sun",9,23,72.2,78.2,70.7,-6.03,-5.64,-6.01,-9.69,94.09,115.88,2024
"341","Florida A&M","SWAC",6,23,67.2,77.2,69.9,-10.03,-4.19,-9.5,-6.32,90.75,112.95,2024
"342","Hampton","CAA",9,24,71.8,76.4,70.8,-4.58,-5.29,-7.19,-8.63,91.9,114.11,2024
"343","Morgan State","MEAC",11,20,72.7,77.5,71.7,-4.81,-5.9,-4.91,-11.17,92.84,115.5,2024
"344","Loyola (MD)","Patriot",7,25,64,71.9,65.7,-7.88,-6.94,-11.4,-4.77,90.47,114.07,2024
"345","North Carolina A&T","CAA",7,25,65.6,77.9,68,-12.38,-3.94,-8.15,-8.17,93.18,116.35,2024
"346","Incarnate Word","Southland",8,23,72.3,78.6,71.9,-6.32,-7.92,-6.06,-10.34,93.96,116.16,2024
"347","New Orleans","Southland",10,23,73.5,79.5,73.2,-5.91,-5.9,-4.56,-12.24,94.16,117,2024
"348","Detroit Mercy","Horizon",1,31,66,80.3,68,-14.28,-2.62,-9.17,-7.73,93.6,117.85,2024
"349","Holy Cross","Patriot",10,23,66.5,74.6,65.4,-8.12,-7.87,-8.21,-8.91,96.23,121.16,2024
"350","Maryland-Eastern Shore","MEAC",9,20,65.2,70.6,68.3,-5.38,-6.33,-12.62,-4.71,86.99,111.99,2024
"351","Pacific","WCC",6,26,64.7,79.8,69.3,-15.06,-0.15,-8.29,-9.13,92.35,117.72,2024
"352","Long Island University","NEC",7,22,66.5,76.8,71.3,-10.28,-7.58,-8.56,-9.3,89.12,113.75,2024
"353","Southeast Missouri State","OVC",9,22,67,73.5,70.4,-6.45,-6.55,-10.7,-7.56,88.96,114.56,2024
"354","Saint Francis (PA)","NEC",8,22,65.2,72.7,66.7,-7.53,-8.14,-12.39,-6.21,90.57,117.63,2024
"355","Lindenwood","OVC",9,22,65.1,73.1,68.1,-7.97,-7.23,-11.99,-6.74,89.04,115.52,2024
"356","Siena","MAAC",4,28,60.4,74.4,67.1,-14,-5.2,-14.55,-4.65,86.53,114.33,2024
"357","Houston Christian","Southland",6,23,71.5,83.4,73.4,-11.93,-3.89,-5.7,-13.67,91.96,117.45,2024
"358","Stonehill","NEC",4,27,63.5,76.1,69.2,-12.68,-6.1,-11.89,-8.21,88.62,116.38,2024
"359","VMI","Southern",4,28,68.9,82.6,74.6,-13.75,-2.44,-6.75,-13.9,86.59,113.81,2024
"360","IU Indianapolis","Horizon",6,26,65.9,79.8,68.8,-13.94,-4.62,-11.86,-9.45,89.57,120.43,2024
"361","Coppin State","MEAC",2,27,57.9,72.8,67.4,-14.97,-6.49,-17.64,-3.81,81.63,112.41,2024
"362","Mississippi Valley State","SWAC",1,30,55.5,77.7,66.2,-22.26,-3.91,-19.39,-6.78,81.79,120.6,2024
"363","UConn","Big East",37,3,81.4,63.4,68.4,18,8.7,12.04,14.67,127.65,89.05,2023
"364","Houston","Big 12",32,5,73.5,57.6,64.8,15.89,9.8,6.19,19.5,120.4,81.96,2023
"365","Purdue","Big Ten",34,5,82.3,69,64.2,13.33,11.6,14.65,10.29,126.62,91.31,2023
"366","Arizona","Pac-12",27,9,87.1,72.1,72.7,15.08,9.45,18.59,5.95,122.12,89.17,2023
"367","Auburn","SEC",27,8,83.1,68.3,68.7,14.8,7.66,13.48,8.98,121.57,90.09,2023
"368","Iowa State","Big 12",29,8,75.3,61.5,65.7,13.78,8.51,7.34,14.96,116.88,84.75,2023
"369","Tennessee","SEC",27,9,78.8,67.4,65.9,11.39,10.42,9.93,11.88,117.86,87.09,2023
"370","UNC","ACC",29,8,81.9,70.5,69.3,11.46,9.9,14.07,7.29,120.54,90.49,2023
"371","Alabama","SEC",25,12,90.1,81.2,72.6,8.89,11.8,21.71,-1.02,126.91,98.07,2023
"372","Duke","ACC",27,9,78.6,66.3,65.5,12.31,8.36,10.4,10.27,122.91,92.47,2023
"373","Creighton","Big East",25,10,80.4,69.9,69.3,10.54,9.53,12.41,7.66,122.98,94.05,2023
"374","Illinois","Big Ten",29,9,83.4,73.3,69.5,10.03,9.54,16.22,3.34,124.46,96.86,2023
"375","Baylor","Big 12",24,11,80.4,71.1,67.8,9.29,10.71,12.88,6.62,125.34,97.03,2023
"376","BYU","Big 12",23,11,81.4,69.9,70.9,11.47,7.86,13.05,6.28,121.51,94.14,2023
"377","Marquette","Big East",27,10,78.1,69.8,69.3,8.24,11.02,11.1,8.16,119.62,92.61,2023
"378","Gonzaga","WCC",27,8,84.5,69.1,71.9,15.4,4.02,12.87,5.06,122.62,97.22,2023
"379","Michigan State","Big Ten",20,15,72.9,66.1,65.4,6.83,10.89,4.42,13.3,115.32,90.23,2023
"380","Kentucky","SEC",23,10,89,79.7,66.8,9.33,7.46,19.16,-2.37,122.17,99.28,2023
"381","St. John's (NY)","Big East",20,13,78.8,71.9,73.8,6.91,9.58,11.01,5.47,118.8,95.19,2023
"382","Kansas","Big 12",23,11,75.6,69.9,70.2,5.68,11.32,8.37,7.99,115.37,92.19,2023
"383","Saint Mary's","WCC",26,8,74,59.2,63.8,14.79,3.46,1.55,14.77,115.39,90.41,2023
"384","Clemson","ACC",24,12,77.4,71.2,68.1,6.17,10.04,8.11,8.1,118.69,95.62,2023
"385","Wisconsin","Big Ten",22,14,74.7,70,63.2,4.67,11.35,7.97,8.05,120.15,96.34,2023
"386","Colorado","Pac-12",26,11,79.3,71.7,69.6,7.59,8.36,10.09,5.86,118.9,96.38,2023
"387","Texas","Big 12",21,13,75.4,68.9,70.1,6.5,9.41,7.62,8.28,116.41,93.36,2023
"388","Florida","SEC",24,12,85.6,79.2,69.7,6.36,8.81,16.32,-1.15,119.81,98.89,2023
"389","Cincinnati","Big 12",22,15,74.7,68.2,69.9,6.57,8.49,6.22,8.84,113.74,92.3,2023
"390","New Mexico","MWC",26,10,81,70.7,72,10.31,5.38,11.78,3.26,113.9,93.19,2023
"391","Utah","Pac-12",22,15,78.8,73.2,66.5,5.59,9.41,10.4,4.6,115.69,94.62,2023
"392","Texas Tech","Big 12",23,11,75.3,69.6,68.9,5.68,9.28,7.52,7.44,118.26,96.41,2023
"393","Wake Forest","ACC",21,14,78.1,70.7,70.1,7.43,7.52,10.05,4.89,118.3,96.8,2023
"394","Pitt","ACC",22,11,75.6,67.6,68.1,7.97,6.92,5.9,8.99,116.68,95.64,2023
"395","San Diego State","MWC",26,11,74.1,66.7,66.6,7.43,8.37,4.78,9.9,113.41,92.17,2023
"396","Oklahoma","Big 12",20,12,75.4,68.8,66.4,6.59,8.07,6.8,7.86,116.21,95.43,2023
"397","TCU","Big 12",21,13,79,71.7,70.9,7.29,7.32,10.56,4.06,114.88,94.91,2023
"398","Villanova","Big East",18,16,70.2,65.6,65,4.62,9.82,2.29,12.15,112.93,91.72,2023
"399","Nebraska","Big Ten",23,11,77.7,70.9,67.2,6.82,7.53,9.11,5.24,115.91,95.53,2023
"400","Mississippi State","SEC",21,14,74.1,69.1,64.9,5.03,9.16,4.65,9.54,112.76,92.94,2023
"401","Washington State","Pac-12",25,10,73.5,66.7,64.8,6.83,7.19,3.38,10.63,114.4,94.35,2023
"402","Ohio State","Big Ten",22,14,75.5,70.2,65.9,5.28,8.37,6.3,7.35,115.86,96.61,2023
"403","Dayton","A-10",25,8,74.2,66.5,63.6,7.73,5.73,4.96,8.49,118.29,98.15,2023
"404","Indiana State","MVC",32,7,84.8,73.2,71.2,11.67,2.26,13.21,0.23,119.38,100.75,2023
"405","Colorado State","MWC",25,11,75.2,67.3,66.4,7.92,7.28,4.71,8.69,115.56,96.01,2023
"406","Texas A&M","SEC",21,15,76,72,67.1,4.03,9.32,6.79,6.56,116.92,97.32,2023
"407","Boise State","MWC",22,11,75.1,67.3,66.8,7.82,7.35,5.59,7.73,115.69,95.68,2023
"408","Florida Atlantic","AAC",25,9,82,73.4,68.5,8.65,4.61,11.07,2.19,118.32,99.36,2023
"409","Iowa","Big Ten",19,15,83.1,79.4,69.6,3.74,9.26,14.77,-1.77,119.89,102.2,2023
"410","Nevada","MWC",26,8,75.9,66.9,66.4,9,4.58,5.41,7.44,114.47,95.82,2023
"411","NC State","ACC",26,15,75.6,71.8,69.8,3.88,8.93,7.53,5.28,114.96,96.71,2023
"412","Northwestern","Big Ten",22,12,73.3,69.1,65,4.26,8.5,4.74,8.03,116.38,97.73,2023
"413","Seton Hall","Big East",25,12,73.8,69.9,67.8,3.86,8.8,5.23,7.44,113.62,95.63,2023
"414","Providence","Big East",21,14,72.4,68.8,68.2,3.63,8.93,3.51,9.05,109.25,91.75,2023
"415","Xavier","Big East",16,18,75.9,74.6,72,1.21,11.03,8.72,3.52,112.69,95.13,2023
"416","Oregon","Pac-12",24,12,75.6,72.3,66.5,3.31,8.91,6.7,5.52,115.32,97.8,2023
"417","Butler","Big East",18,15,77.1,73.7,67.2,3.39,9.49,8.52,3.65,113.54,96.61,2023
"418","UCF","Big 12",17,16,71.7,67.9,66.1,3.76,8.17,3.44,8.49,108.09,91.42,2023
"419","Virginia Tech","ACC",19,15,74.9,71,66.8,3.94,7.97,7.19,4.72,116.44,98.58,2023
"420","Washington","Pac-12",17,15,80.6,77.1,69.2,3.47,8.38,12.02,-0.17,114.91,98.18,2023
"421","Utah State","MWC",28,7,79.7,71.3,69.2,8.31,5.29,9.2,2.36,115.37,98.68,2023
"422","Drake","MVC",28,7,79.9,70.4,67,9.54,1.84,8.12,2.96,115.2,99.18,2023
"423","Kansas State","Big 12",19,15,72.2,71.1,70.5,1.09,9.97,4.57,6.49,109.81,93.87,2023
"424","South Carolina","SEC",26,8,72.1,67.6,65.1,4.5,6.48,1.62,9.36,114.07,97.96,2023
"425","Maryland","Big Ten",16,17,69,65.9,64.5,3.15,7.44,0.07,10.53,107.55,92.75,2023
"426","Grand Canyon","WAC",30,5,79.1,67,66.9,12.09,-0.52,5.21,5.24,111.56,96.28,2023
"427","Virginia","ACC",23,11,62.9,59.8,62.5,3.15,7.31,-6.89,17.35,105.99,90.47,2023
"428","Southern Methodist","AAC",20,13,76.8,68.8,70.6,8,2.56,4.72,5.5,111.49,97.01,2023
"429","San Francisco","WCC",23,11,77.7,66.5,70.4,11.21,0.23,3.62,6.06,112.13,97.28,2023
"430","Miami (FL)","ACC",15,17,75.8,73.6,68.9,2.13,7.46,6.47,3.12,111.9,99.4,2023
"431","Florida State","ACC",17,16,76.5,76.3,69,0.24,9.27,7.57,1.94,110.92,97.59,2023
"432","Minnesota","Big Ten",19,15,75,71.9,65.4,3.12,6.4,4.99,4.52,113.09,99.91,2023
"433","Boston College","ACC",20,16,74.1,71.9,66.7,2.22,7.25,5.62,3.85,113.82,100.27,2023
"434","Bradley","MVC",23,12,74.1,67.1,65.9,6.97,2.96,3.47,6.01,112.51,98.58,2023
"435","USC","Pac-12",15,18,74.1,74.3,68.3,-0.18,9.54,5.46,3.9,110.79,97.76,2023
"436","Penn State","Big Ten",16,17,75.1,73.4,64.4,1.7,7.52,6.5,2.72,111.19,98.1,2023
"437","Memphis","AAC",22,10,80.5,75.8,72.2,4.75,4.25,9.94,-0.95,112.77,100.09,2023
"438","VCU","A-10",24,14,71,66.7,68.3,4.29,4.41,0.79,7.91,109.46,96.6,2023
"439","Georgia","SEC",20,17,74.7,74.7,68.2,0,8.63,4.45,4.19,108.87,96.46,2023
"440","Syracuse","ACC",20,12,76.3,75.6,68.3,0.69,9.4,6.91,1.61,110.9,98.49,2023
"441","North Texas","AAC",19,15,69.2,63.8,59.5,5.41,4.28,-3.08,11.49,109.98,97.27,2023
"442","UNLV","MWC",21,13,73.6,68.9,69.6,4.71,6.25,3.28,5.1,112.89,100.24,2023
"443","Ole Miss","SEC",20,12,74.9,73.9,66.6,1.03,7.27,4.79,3.5,112.84,101.09,2023
"444","James Madison","Sun Belt",32,4,83.2,69.6,72.2,13.58,-3.75,7.33,0.87,111.21,100.04,2023
"445","LSU","SEC",17,16,76.4,75,66.7,1.39,6.75,6.57,1.57,111.04,99.45,2023
"446","Indiana","Big Ten",19,14,72.3,74.3,68.4,-2,9.74,3.98,3.76,110.01,98.89,2023
"447","Richmond","A-10",23,10,71.9,66.3,66.4,5.58,2.09,0.46,7.2,107.87,96.9,2023
"448","UMass","A-10",20,11,77.5,70.7,70.7,6.71,0.88,5.34,2.25,111.26,100.62,2023
"449","UCLA","Pac-12",16,17,66,65.5,67.2,0.52,7.84,-3.73,11.23,107.73,96.87,2023
"450","Rutgers","Big Ten",15,17,65.4,66.5,66.1,-1.16,8.57,-3.23,10.64,100.21,89.86,2023
"451","South Florida","AAC",25,8,75.7,69.3,69.6,6.39,0.97,3.37,4,110.22,99.61,2023
"452","Duquesne","A-10",25,12,70.6,66.7,69.4,3.89,4.68,-0.49,7.84,107.08,96.48,2023
"453","Stanford","Pac-12",14,18,76.3,76.5,66.1,-0.13,7.48,6.97,0.39,110.95,101.1,2023
"454","UC-Irvine","Big West",24,10,77.6,68.3,70,9.35,-0.93,3.49,3.4,108.65,99.11,2023
"455","St. Bonaventure","A-10",20,13,73.5,68.6,66.7,4.82,1.95,2.73,4.04,112.77,102.79,2023
"456","Saint Joseph's","A-10",21,14,75.5,70.5,69.4,4.91,1.67,4.41,2.18,110.48,100.82,2023
"457","Loyola (IL)","A-10",23,10,73.1,67.5,67,5.58,2.42,0.8,5.78,104.55,94.73,2023
"458","Princeton","Ivy",24,5,77.1,66.6,69,10.45,-1.6,3.46,3.09,115.9,105.39,2023
"459","McNeese State","Southland",30,4,80,62.2,67.9,17.74,-6.81,1.46,4.96,113.18,102.58,2023
"460","George Mason","A-10",20,12,71,65.9,67.6,5.13,1.85,-1.34,7.7,109.45,99.73,2023
"461","Samford","Southern",29,6,86.1,74.5,69.9,11.57,-3.23,10.58,-4.26,112.06,104.02,2023
"462","Oklahoma State","Big 12",12,20,71,72.7,68,-1.72,7.97,2.57,3.68,109.09,100.48,2023
"463","Arkansas","SEC",16,17,77.8,79.8,70.2,-2.03,8.15,7.46,-1.35,109.7,101.34,2023
"464","Appalachian State","Sun Belt",27,7,78.4,67.1,67.3,11.24,-2.34,1.75,4.29,106.44,97.49,2023
"465","Santa Clara","WCC",20,13,76.9,72.2,71.2,4.67,1.73,4.63,0.76,109.48,102.05,2023
"466","Michigan","Big Ten",8,24,72.9,79,67.4,-6.06,11.34,4.89,0.4,110.96,103.89,2023
"467","UAB","AAC",23,12,77.5,75.1,70.6,2.4,3.73,5.85,-0.71,111.8,104.45,2023
"468","California","Pac-12",13,19,74,77,64.3,-3.06,8,4.77,0.17,109.06,101.59,2023
"469","Notre Dame","ACC",13,20,64,67.2,65.4,-3.12,8.06,-4.29,9.23,103.33,96.43,2023
"470","Louisiana Tech","CUSA",22,10,74.8,64.5,67.7,10.22,-1.69,-0.67,5.5,106.25,98.69,2023
"471","Yale","Ivy",23,10,74.7,67.5,67.5,7.24,0.41,0.18,4.45,108.51,101.46,2023
"472","Georgia Tech","ACC",14,18,71,75.2,67.6,-4.22,8.82,3.28,1.32,108.82,102.44,2023
"473","Arizona State","Pac-12",14,18,69,74,69,-4.97,9.55,0.29,4.3,103.75,97.48,2023
"474","Southern Illinois","MVC",19,13,72.7,68.2,64.8,4.44,0.52,-0.36,4.46,109.08,102.83,2023
