seed1,team1,seed2,team2,score1,score2,winner,region,year,team1_win,PPG_diff,PPG_Allowed_diff,Pace_diff,MOV_diff,SOS_diff,OSRS_diff,DSRS_diff,Adj_ORtg_diff,Adj_DRtg_diff
4,Florida State,13,Vermont,76,69,Florida State,region4,2019,1,1.1000000000000085,4.200000000000003,3,-3.01,14.44,9.059999999999999,4.0600000000000005,5.6200000000000045,-11.819999999999993
6,Buffalo,11,Arizona State,91,74,Buffalo,region4,2019,1,6.800000000000011,-2.6000000000000085,2,9.29,-3.42,6.289999999999999,-1.0000000000000002,5.3799999999999955,-0.8499999999999943
3,Texas Tech,14,Northern Kentucky,72,57,Texas Tech,region4,2019,1,-5.700000000000003,-9.400000000000006,-2.4000000000000057,3.629999999999999,11.92,2.4000000000000004,15.73,7.459999999999994,-19.480000000000004
7,Nevada,10,Florida,61,70,Florida,region4,2019,0,12.299999999999997,3.1999999999999957,6,9.129999999999999,-8.540000000000001,8.59,-7.999999999999999,2.700000000000003,2.8900000000000006
2,Michigan,15,Montana,74,55,Michigan,region4,2019,1,-6.5,-10.200000000000003,-3.1999999999999886,3.6099999999999994,15.600000000000001,3.7800000000000002,16.55,9.659999999999997,-20.430000000000007
1,Gonzaga,9,Baylor,83,71,Gonzaga,region4,2019,1,15.799999999999997,-2.799999999999997,5.200000000000003,18.66,-4.25,13.34,1.0700000000000003,10.329999999999998,-8.63000000000001
12,Murray State,4,Florida State,62,90,Florida State,region4,2019,0,7.699999999999989,1.0999999999999943,2.299999999999997,6.57,-13.37,-2.5599999999999996,-6.48,-1.8100000000000023,10.670000000000002
6,Buffalo,3,Texas Tech,58,78,Texas Tech,region4,2019,0,11.600000000000009,11.299999999999997,6.900000000000006,0.2699999999999996,-6.909999999999999,8.399999999999999,-15.62,-0.5499999999999972,12.38000000000001
10,Florida,2,Michigan,49,64,Michigan,region4,2019,0,-1.7999999999999972,5.300000000000004,-0.7000000000000028,-7.079999999999999,0.6699999999999999,-3.4200000000000004,-2.990000000000002,-3.4099999999999966,6.63000000000001
1,Gonzaga,4,Florida State,72,58,Gonzaga,region4,2019,1,12.699999999999989,-2.299999999999997,2.200000000000003,15.05,-5.25,9.88,-0.08999999999999986,11.819999999999993,-1.1800000000000068
3,Texas Tech,2,Michigan,63,44,Texas Tech,region4,2019,1,3.200000000000003,1.2000000000000028,2.1999999999999886,1.9900000000000002,-1.0200000000000014,1.7199999999999998,-0.7600000000000016,0.10999999999999943,-1.1899999999999977
1,Gonzaga,3,Texas Tech,69,75,Texas Tech,region4,2019,0,14.799999999999997,5.400000000000006,4.1000000000000085,9.520000000000001,-4.52,12.620000000000001,-7.619999999999999,9.780000000000001,4.969999999999999
1,Virginia,5,Auburn,63,62,Virginia,final four,2019,1,-8.299999999999997,-12.699999999999996,-8.400000000000006,4.370000000000001,-0.7699999999999996,-8.04,12.66,3.4000000000000057,-6.519999999999996
3,Texas Tech,2,Michigan State,61,51,Texas Tech,final four,2019,1,-4.799999999999997,-5.5,-0.5,0.6699999999999999,-2.8100000000000005,-6.989999999999999,4.85,-7.109999999999999,-4.8700000000000045
1,Virginia,3,Texas Tech,85,77,Virginia,championship,2019,1,-1.3999999999999915,-3.3999999999999986,-6.799999999999997,2.0600000000000005,0.620000000000001,-0.8700000000000001,3.539999999999999,9.290000000000006,3.8200000000000074
1,Villanova,16,Radford,87,61,Villanova,region1,2018,1,19.299999999999997,5.299999999999997,-1.5,14.009999999999998,14.33,25.19,4.06,27.560000000000002,-12.829999999999998
8,Virginia Tech,9,Alabama,83,86,Alabama,region1,2018,0,7.5,1.6000000000000085,-5.3999999999999915,5.949999999999999,-3.9300000000000006,6.3100000000000005,-4.299999999999999,7.239999999999995,4.290000000000006
5,West Virginia,12,Murray State,85,68,West Virginia,region1,2018,1,1.5,3.3999999999999915,-0.09999999999999432,-1.9299999999999997,12.91,9.58,3.4299999999999997,8,-8.530000000000001
4,Wichita State,13,Marshall,75,81,Marshall,region1,2018,0,-1,-7.5,-7,6.449999999999999,5.02,2.5200000000000014,9.85,12.459999999999994,-4.52000000000001
6,Florida,11,St. Bonaventure,77,62,Florida,region1,2018,1,-1.2999999999999972,-1.5999999999999943,-0.3999999999999915,0.33000000000000007,7.470000000000001,2.25,5.549999999999999,5.930000000000007,-4.47999999999999
3,Texas Tech,14,Stephen F. Austin,70,60,Texas Tech,region1,2018,1,-5.900000000000006,-3.4000000000000057,-2.200000000000003,-2.59,16.07,3.7800000000000002,12.93,11.429999999999993,-12.329999999999998
7,Arkansas,10,Butler,62,79,Butler,region1,2018,0,1.5999999999999943,3,4.6000000000000085,-1.46,-0.7000000000000011,2.1799999999999997,-4.33,0.9399999999999977,4.75
2,Purdue,15,Cal State Fullerton,74,48,Purdue,region1,2018,1,8,-4.5,-4.200000000000003,12.4,9.77,13.18,11.16,22.83,-11.170000000000002
1,Villanova,9,Alabama,81,58,Villanova,region1,2018,1,14.299999999999997,-0.3999999999999915,-4.799999999999997,14.709999999999999,-0.40000000000000036,13.65,0.6500000000000004,18.489999999999995,-1.8399999999999892
5,West Virginia,13,Marshall,94,71,West Virginia,region1,2018,1,-3.700000000000003,-9.5,-4.599999999999994,5.84,8.940000000000001,2.1800000000000015,13.5,11.790000000000006,-9.77000000000001
6,Florida,3,Texas Tech,66,69,Texas Tech,region1,2018,0,1.2000000000000028,4.400000000000006,-2.8999999999999915,-3.1899999999999995,0.4800000000000004,2.8600000000000003,-5.57,1.8800000000000097,5.829999999999998
10,Butler,2,Purdue,73,76,Purdue,region1,2018,0,-1.5,6.8999999999999915,1,-8.309999999999999,1.8100000000000005,-3.2300000000000004,-3.26,-7.019999999999996,2.25
1,Villanova,5,West Virginia,90,78,Villanova,region1,2018,1,6.5,0.6000000000000085,-6.700000000000003,5.889999999999999,0.8599999999999994,5.33,1.42,8.629999999999995,-1.279999999999987
3,Texas Tech,2,Purdue,78,65,Texas Tech,region1,2018,1,-5.800000000000011,-0.9000000000000057,1.5,-4.9,0.8599999999999994,-7.62,3.59,-9.590000000000003,-3.9199999999999875
1,Villanova,3,Texas Tech,71,59,Villanova,region1,2018,1,12,5.400000000000006,-2.5999999999999943,6.619999999999999,0.6400000000000006,12.510000000000002,-5.25,14.180000000000007,4.109999999999999
1,Kansas,16,Penn,76,60,Kansas,region2,2018,1,5.5,3,1.2000000000000028,2.4799999999999995,15.040000000000001,13.55,5.59,20.92,-5.390000000000001
8,Seton Hall,9,NC State,94,83,Seton Hall,region2,2018,1,-1.8999999999999915,-1.1999999999999886,-1.7000000000000028,-0.6500000000000004,3.4099999999999993,-1.9900000000000002,4.75,0.6700000000000017,-3.489999999999995
5,Clemson,12,New Mexico State,79,68,Clemson,region2,2018,1,-1.7999999999999972,1.7000000000000028,-1,-3.5299999999999994,10.35,3.04,5.06,6.319999999999993,-5.200000000000003
4,Auburn,13,College of Charleston,62,58,Auburn,region2,2018,1,7.300000000000011,4.6000000000000085,2.9000000000000057,2.6499999999999995,10.58,14.44,-0.30000000000000027,9.290000000000006,-8.879999999999995
6,TCU,11,Syracuse,52,57,Syracuse,region2,2018,0,15.5,11.600000000000009,2.200000000000003,3.8400000000000003,-0.33999999999999986,15.739999999999998,-12.24,12.960000000000008,8.969999999999999
3,Michigan State,14,Bucknell,82,78,Michigan State,region2,2018,1,-0.8999999999999915,-8.199999999999989,-3.3000000000000114,7.37,10.559999999999999,3.870000000000001,14.049999999999999,14.039999999999992,-11.840000000000003
7,Rhode Island,10,Oklahoma,83,78,Rhode Island,region2,2018,1,-8.900000000000006,-12.900000000000006,-1.0999999999999943,3.96,-5.95,-12.18,10.18,-4.849999999999994,-3.240000000000009
2,Duke,15,Iona,89,67,Duke,region2,2018,1,4.900000000000006,-6.900000000000006,1.7999999999999972,11.790000000000001,11.889999999999999,10.71,12.969999999999999,15.810000000000002,-17.400000000000006
1,Kansas,8,Seton Hall,83,79,Kansas,region2,2018,1,2,-2,0.20000000000000284,3.95,1.7700000000000014,2.9000000000000004,2.8199999999999994,5.739999999999995,-2.0800000000000125
5,Clemson,4,Auburn,84,53,Clemson,region2,2018,1,-8.100000000000009,-7.299999999999997,-1.9000000000000057,-0.7699999999999996,1.96,-7.93,9.120000000000001,-2,-4.790000000000006
11,Syracuse,3,Michigan State,55,53,Syracuse,region2,2018,1,-13.600000000000009,-1.1000000000000085,-0.8999999999999915,-12.450000000000001,2.92,-13.100000000000001,3.5700000000000003,-14.269999999999996,-0.9699999999999989
7,Rhode Island,2,Duke,62,87,Duke,region2,2018,0,-8.400000000000006,-0.7999999999999972,-5,-7.5200000000000005,-5.089999999999999,-11.440000000000001,-1.1799999999999997,-12.820000000000007,4.859999999999999
1,Kansas,5,Clemson,80,76,Kansas,region2,2018,1,7.6000000000000085,6,3,1.5999999999999996,2.630000000000001,8.67,-4.44,8.780000000000001,3.75
11,Syracuse,2,Duke,65,69,Duke,region2,2018,0,-17.80000000000001,-5.799999999999997,-6,-11.870000000000001,0.3200000000000003,-18.79,7.24,-16.85000000000001,-1.019999999999996
1,Kansas,2,Duke,85,81,Kansas,region2,2018,1,-3,2.3000000000000114,-2.9000000000000057,-5.220000000000001,2.1800000000000015,-2.83,-0.20999999999999996,-1.5400000000000063,3.3599999999999994
1,Virginia,16,UMBC,54,74,UMBC,region3,2018,0,-6,-14.5,-8.051374088614708,11.83814918676388,12.89,-1.465277621985418,24.206023555804823,10.320000000000007,-18.060000000000002
8,Creighton,9,Kansas State,59,69,Kansas State,region3,2018,0,12.400000000000006,7.099999999999994,5.299999999999997,5.339999999999999,-0.6400000000000006,11.36,-7.850000000000001,6.640000000000001,2.6500000000000057
5,Kentucky,12,Davidson,78,73,Kentucky,region3,2018,1,0.5,2.299999999999997,1.2000000000000028,-1.9399999999999995,8.16,3.84,2.37,-1.990000000000009,-9.039999999999992
4,Arizona,13,Buffalo,68,89,Buffalo,region3,2018,0,-4.099999999999994,-4.5,-5.900000000000006,0.35999999999999943,6.59,-1.3900000000000006,9.08,6.650000000000006,-4.510000000000005
6,Miami (FL),11,Loyola (IL),62,64,Loyola (IL),region3,2018,0,2.200000000000003,5.300000000000004,4.799999999999997,-3.170000000000001,5.16,3.9099999999999997,-1.450000000000001,0.9599999999999937,-1.460000000000008
3,Tennessee,14,Wright State,73,47,Tennessee,region3,2018,1,2.3999999999999915,-0.20000000000000284,2,2.58,13.76,10.11,7.51,17.519999999999996,-7.439999999999998
7,Nevada,10,Texas,87,83,Nevada,region3,2018,1,10.5,4.299999999999997,4.299999999999997,6.22,-5.74,8.96,-8.479999999999999,8.759999999999991,7.8799999999999955
2,Cincinnati,15,Georgia State,68,53,Cincinnati,region3,2018,1,-0.4000000000000057,-9.799999999999997,-6.299999999999997,9.349999999999998,6.31,3.01,14.02,7.3799999999999955,-17.060000000000002
16,UMBC,9,Kansas State,43,50,Kansas State,region3,2018,0,2,1.5,3.951374088614699,-2.7981491867638804,-12.58,-1.744722378014582,-11.636023555804824,-5.13000000000001,7.390000000000001
5,Kentucky,13,Buffalo,95,75,Kentucky,region3,2018,1,-7.799999999999997,-6,-7.200000000000003,-1.9600000000000009,10.48,-2.380000000000001,11.64,3.5,-9.659999999999997
11,Loyola (IL),3,Tennessee,63,62,Loyola (IL),region3,2018,1,-2.200000000000003,-3.1000000000000014,-5.700000000000003,0.9600000000000009,-8.319999999999999,-5.13,-2.6999999999999993,-4.789999999999992,5.590000000000003
7,Nevada,2,Cincinnati,75,73,Nevada,region3,2018,1,8.299999999999997,15.599999999999994,5.700000000000003,-7.209999999999999,1.4,9.59,-15.399999999999999,5.640000000000001,15.009999999999991
9,Kansas State,5,Kentucky,61,58,Kansas State,region3,2018,1,-5.700000000000003,-3.200000000000003,-2.3999999999999915,-2.3999999999999995,-1.9900000000000002,-7.8,3.4000000000000004,-5.429999999999993,0.4899999999999949
11,Loyola (IL),7,Nevada,69,68,Loyola (IL),region3,2018,1,-11,-10.499999999999993,-7,-0.4599999999999991,-3.13,-11.99,7.920000000000001,-8.429999999999993,-4.039999999999992
9,Kansas State,11,Loyola (IL),62,78,Loyola (IL),region3,2018,0,-0.5,4.399999999999999,1.2000000000000028,-4.94,6.94,0.8099999999999999,1.6600000000000001,0.14000000000000057,-2.230000000000004
1,Xavier,16,Texas Southern,102,83,Xavier,region4,2018,1,7,-4.700000000000003,-9.799999999999997,11.63,14.96,12.99,13.59,19.549999999999997,-16.83
8,Missouri,9,Florida State,54,67,Florida State,region4,2018,0,-7.5,-4.800000000000011,-3.4000000000000057,-2.6500000000000004,0.6899999999999995,-7.9,5.9300000000000015,-2.089999999999989,0.030000000000001137
5,Ohio State,12,South Dakota State,81,73,Ohio State,region4,2018,1,-8.299999999999997,-6.700000000000003,-6.099999999999994,-1.6099999999999994,9.4,-1.0099999999999998,11.84,4.920000000000002,-11.170000000000002
4,Gonzaga,13,UNC Greensboro,68,64,Gonzaga,region4,2018,1,10.299999999999997,5.200000000000003,1.7999999999999972,5.18,6.470000000000001,16.17,-2.2600000000000007,15.460000000000008,-3.010000000000005
6,Houston,11,San Diego State,67,65,Houston,region4,2018,1,-0.3999999999999915,-3,-1.6000000000000085,2.59,0.25,2.5,1.2600000000000007,3.710000000000008,-2.1799999999999926
3,Michigan,14,Montana,61,47,Michigan,region4,2018,1,-3.6000000000000085,-5.200000000000003,-3.1999999999999886,1.6099999999999994,11.65,1.9099999999999997,10.84,8.719999999999999,-9.89
7,Texas A&M,10,Providence,73,69,Texas A&M,region4,2018,1,1.6000000000000085,-2.200000000000003,0.6000000000000085,3.8000000000000003,0.3899999999999988,2.89,1.299999999999999,2.489999999999995,-3.039999999999992
2,UNC,15,Lipscomb,84,66,UNC,region4,2018,1,-0.5,-4.400000000000006,1,3.9400000000000004,15.579999999999998,10.67,11.5,19.310000000000002,-10.849999999999994
1,Xavier,9,Florida State,70,75,Florida State,region4,2018,0,4.200000000000003,1.7999999999999972,-3,2.3400000000000007,0.9299999999999997,3.1799999999999997,0.10000000000000009,6.210000000000008,1.6099999999999994
5,Ohio State,4,Gonzaga,84,90,Gonzaga,region4,2018,0,-7.299999999999997,-0.10000000000000853,-5,-7.1899999999999995,6.42,-4.73,3.96,-1.519999999999996,-1.0400000000000063
6,Houston,3,Michigan,63,64,Michigan,region4,2018,0,3.1000000000000085,1.6000000000000085,1.8999999999999915,1.5099999999999998,-5.25,3.12,-6.16,-0.6299999999999955,3.8400000000000034
7,Texas A&M,2,UNC,86,65,Texas A&M,region4,2018,1,-6.3999999999999915,-2.799999999999997,-6.5,-3.6100000000000003,-1.1600000000000001,-9.05,4.289999999999999,-8.540000000000006,-1.8900000000000006
9,Florida State,4,Gonzaga,75,60,Florida State,region4,2018,1,-3.299999999999997,5.200000000000003,-2.200000000000003,-8.55,5.9,-0.40000000000000036,-2.2600000000000002,-3.490000000000009,1.0499999999999972
3,Michigan,7,Texas A&M,99,72,Michigan,region4,2018,1,-1.6000000000000085,-7.200000000000003,-4,5.63,-1.209999999999999,-2.1400000000000006,5.860000000000001,3.549999999999997,-2.760000000000005
9,Florida State,3,Michigan,54,58,Michigan,region4,2018,0,6.6000000000000085,9.600000000000009,4.099999999999994,-3.0300000000000002,-0.9100000000000001,7.78,-11.030000000000001,-0.12000000000000455,5.719999999999999
1,Villanova,1,Kansas,95,79,Villanova,final four,2018,1,5.199999999999989,-1.7000000000000028,-5.299999999999997,6.889999999999999,-1.6400000000000006,4.220000000000001,1.0300000000000002,5.530000000000001,-2.1699999999999875
11,Loyola (IL),3,Michigan,57,69,Michigan,final four,2018,0,-2,-0.6999999999999957,-1.7000000000000028,-1.2699999999999996,-7.61,-3.57,-5.09,-4.349999999999994,7.090000000000003
1,Villanova,3,Michigan,79,62,Villanova,championship,2018,1,13,6.900000000000006,-0.4000000000000057,6.079999999999998,0.8300000000000001,13.580000000000002,-5.970000000000001,12.980000000000004,3.0400000000000063
