"","seed1","team1","seed2","team2","score1","score2","winner","region","year","Conf_team1","W_team1","L_team1","PPG_team1","PPG_Allowed_team1","Pace_team1","MOV_team1","SOS_team1","OSRS_team1","DSRS_team1","Adj_ORtg_team1","Adj_DRtg_team1","Conf_team2","W_team2","L_team2","PPG_team2","PPG_Allowed_team2","Pace_team2","MOV_team2","SOS_team2","OSRS_team2","DSRS_team2","Adj_ORtg_team2","Adj_DRtg_team2"
"320",6,"Florida",11,"St. Bonaventure",77,62,"Florida","region1",2018,"SEC",21,13,75.8,69.2,64.7,6.59,10.08,8.15,8.52,115.62,91.51,"A-10",26,8,77.1,70.8,65.1,6.26,2.61,5.9,2.97,109.69,95.99
"321",3,"Texas Tech",14,"Stephen F. Austin",70,60,"Texas Tech","region1",2018,"Big 12",27,10,74.6,64.8,67.6,9.78,9.6,5.29,14.09,113.74,85.68,"Southland",28,7,80.5,68.2,69.8,12.37,-6.47,1.51,1.16,102.31,98.01
"322",7,"Arkansas",10,"Butler",62,79,"Butler","region1",2018,"SEC",23,12,80.5,75.6,71.7,4.91,9.85,11.86,2.91,117.25,96.6,"Big East",21,14,78.9,72.6,67.1,6.37,10.55,9.68,7.24,116.31,91.85
"323",2,"Purdue",15,"Cal State Fullerton",74,48,"Purdue","region1",2018,"Big Ten",30,7,80.4,65.7,66.1,14.68,8.74,12.91,10.5,123.33,89.6,"Big West",20,12,72.4,70.2,70.3,2.28,-1.03,-0.27,-0.66,100.5,100.77
"324",1,"Villanova",9,"Alabama",81,58,"Villanova","region1",2018,"Big East",36,4,86.6,70.2,65,16.4,10.24,17.8,8.84,127.92,89.79,"SEC",20,16,72.3,70.6,69.8,1.69,10.64,4.15,8.19,109.43,91.63
"325",5,"West Virginia",13,"Marshall",94,71,"West Virginia","region1",2018,"Big 12",26,11,80.1,69.6,71.7,10.51,9.38,12.47,7.42,119.29,91.07,"CUSA",25,11,83.8,79.1,76.3,4.67,0.44,10.29,-6.08,107.5,100.84
"326",6,"Florida",3,"Texas Tech",66,69,"Texas Tech","region1",2018,"SEC",21,13,75.8,69.2,64.7,6.59,10.08,8.15,8.52,115.62,91.51,"Big 12",27,10,74.6,64.8,67.6,9.78,9.6,5.29,14.09,113.74,85.68
"327",10,"Butler",2,"Purdue",73,76,"Purdue","region1",2018,"Big East",21,14,78.9,72.6,67.1,6.37,10.55,9.68,7.24,116.31,91.85,"Big Ten",30,7,80.4,65.7,66.1,14.68,8.74,12.91,10.5,123.33,89.6
"328",1,"Villanova",5,"West Virginia",90,78,"Villanova","region1",2018,"Big East",36,4,86.6,70.2,65,16.4,10.24,17.8,8.84,127.92,89.79,"Big 12",26,11,80.1,69.6,71.7,10.51,9.38,12.47,7.42,119.29,91.07
"329",3,"Texas Tech",2,"Purdue",78,65,"Texas Tech","region1",2018,"Big 12",27,10,74.6,64.8,67.6,9.78,9.6,5.29,14.09,113.74,85.68,"Big Ten",30,7,80.4,65.7,66.1,14.68,8.74,12.91,10.5,123.33,89.6
"330",1,"Villanova",3,"Texas Tech",71,59,"Villanova","region1",2018,"Big East",36,4,86.6,70.2,65,16.4,10.24,17.8,8.84,127.92,89.79,"Big 12",27,10,74.6,64.8,67.6,9.78,9.6,5.29,14.09,113.74,85.68
"331",1,"Kansas",16,"Penn",76,60,"Kansas","region2",2018,"Big 12",31,8,81.4,71.9,70.3,9.51,11.88,13.58,7.81,122.39,91.96,"Ivy",24,9,75.9,68.9,69.1,7.03,-3.16,0.03,2.22,101.47,97.35
"332",8,"Seton Hall",9,"NC State",94,83,"Seton Hall","region2",2018,"Big East",22,12,79.4,73.9,70.1,5.56,10.11,10.68,4.99,116.65,94.04,"ACC",21,12,81.3,75.1,71.8,6.21,6.7,12.67,0.24,115.98,97.53
"333",5,"Clemson",12,"New Mexico State",79,68,"Clemson","region2",2018,"ACC",25,10,73.8,65.9,67.3,7.91,9.25,4.91,12.25,113.61,88.21,"WAC",28,6,75.6,64.2,68.3,11.44,-1.1,1.87,7.19,107.29,93.41
"334",4,"Auburn",13,"College of Charleston",62,58,"Auburn","region2",2018,"SEC",26,8,81.9,73.2,69.2,8.68,7.29,12.84,3.13,115.61,93,"CAA",26,8,74.6,68.6,66.3,6.03,-3.29,-1.6,3.43,106.32,101.88
"335",6,"TCU",11,"Syracuse",52,57,"Syracuse","region2",2018,"Big 12",21,12,82.1,75.4,69.4,6.7,9.68,13.36,3.02,120.04,96.55,"ACC",23,14,66.6,63.8,67.2,2.86,10.02,-2.38,15.26,107.08,87.58
"336",3,"Michigan State",14,"Bucknell",82,78,"Michigan State","region2",2018,"Big Ten",30,5,80.2,64.9,68.1,15.31,7.1,10.72,11.69,121.35,88.55,"Patriot",25,10,81.1,73.1,71.4,7.94,-3.46,6.85,-2.36,107.31,100.39
"337",7,"Rhode Island",10,"Oklahoma",83,78,"Rhode Island","region2",2018,"A-10",26,8,76,68.8,68.2,7.21,4.61,4.97,6.84,111.11,93.46,"Big 12",18,14,84.9,81.7,69.3,3.25,10.56,17.15,-3.34,115.96,96.7
"338",2,"Duke",15,"Iona",89,67,"Duke","region2",2018,"ACC",29,8,84.4,69.6,73.2,14.73,9.7,16.41,8.02,123.93,88.6,"MAAC",20,14,79.5,76.5,71.4,2.94,-2.19,5.7,-4.95,108.12,106
"339",1,"Kansas",8,"Seton Hall",83,79,"Kansas","region2",2018,"Big 12",31,8,81.4,71.9,70.3,9.51,11.88,13.58,7.81,122.39,91.96,"Big East",22,12,79.4,73.9,70.1,5.56,10.11,10.68,4.99,116.65,94.04
"340",5,"Clemson",4,"Auburn",84,53,"Clemson","region2",2018,"ACC",25,10,73.8,65.9,67.3,7.91,9.25,4.91,12.25,113.61,88.21,"SEC",26,8,81.9,73.2,69.2,8.68,7.29,12.84,3.13,115.61,93
"341",11,"Syracuse",3,"Michigan State",55,53,"Syracuse","region2",2018,"ACC",23,14,66.6,63.8,67.2,2.86,10.02,-2.38,15.26,107.08,87.58,"Big Ten",30,5,80.2,64.9,68.1,15.31,7.1,10.72,11.69,121.35,88.55
"342",7,"Rhode Island",2,"Duke",62,87,"Duke","region2",2018,"A-10",26,8,76,68.8,68.2,7.21,4.61,4.97,6.84,111.11,93.46,"ACC",29,8,84.4,69.6,73.2,14.73,9.7,16.41,8.02,123.93,88.6
"343",1,"Kansas",5,"Clemson",80,76,"Kansas","region2",2018,"Big 12",31,8,81.4,71.9,70.3,9.51,11.88,13.58,7.81,122.39,91.96,"ACC",25,10,73.8,65.9,67.3,7.91,9.25,4.91,12.25,113.61,88.21
"344",11,"Syracuse",2,"Duke",65,69,"Duke","region2",2018,"ACC",23,14,66.6,63.8,67.2,2.86,10.02,-2.38,15.26,107.08,87.58,"ACC",29,8,84.4,69.6,73.2,14.73,9.7,16.41,8.02,123.93,88.6
"345",1,"Kansas",2,"Duke",85,81,"Kansas","region2",2018,"Big 12",31,8,81.4,71.9,70.3,9.51,11.88,13.58,7.81,122.39,91.96,"ACC",29,8,84.4,69.6,73.2,14.73,9.7,16.41,8.02,123.93,88.6
"346",1,"Virginia",16,"UMBC",54,74,"UMBC","region3",2018,"ACC",31,3,67.1,54,60.8,13.15,9.05,-1.75,23.95,115.92,80.94,"AEC",25,11,73.1,68.5,68.7526315789474,1.35189101071262,-3.84,-0.297284583139264,-0.263479273404751,105.6,99
"347",8,"Creighton",9,"Kansas State",59,69,"Kansas State","region3",2018,"Big East",21,12,83.5,74.1,70.2,9.45,8.1,12.82,3.53,117.37,94.26,"Big 12",25,12,71.1,67,64.9,4.11,8.74,1.46,11.38,110.73,91.61
"348",5,"Kentucky",12,"Davidson",78,73,"Kentucky","region3",2018,"SEC",26,11,76.8,70.2,67.3,6.51,10.73,9.26,7.98,116.16,91.12,"A-10",21,12,76.3,67.9,66.1,8.45,2.57,5.42,5.61,118.15,100.16
"349",4,"Arizona",13,"Buffalo",68,89,"Buffalo","region3",2018,"Pac-12",27,8,80.5,71.7,68.6,8.83,6.84,10.25,5.42,119.31,96.27,"MAC (East)",27,9,84.6,76.2,74.5,8.47,0.25,11.64,-3.66,112.66,100.78
"350",6,"Miami (FL)",11,"Loyola (IL)",62,64,"Loyola (IL)","region3",2018,"ACC",22,10,73.8,67.9,68.5,5.88,6.96,4.56,8.27,111.55,92.38,"MVC",32,6,71.6,62.6,63.7,9.05,1.8,0.65,9.72,110.59,93.84
"351",3,"Tennessee",14,"Wright State",73,47,"Tennessee","region3",2018,"SEC",26,9,73.8,65.7,69.4,8.09,10.12,5.78,12.42,115.38,88.25,"Horizon",25,10,71.4,65.9,67.4,5.51,-3.64,-4.33,4.91,97.86,95.69
"352",7,"Nevada",10,"Texas",87,83,"Nevada","region3",2018,"MWC",29,8,82.6,73.1,70.7,9.51,4.93,12.64,1.8,119.02,97.88,"Big 12",19,15,72.1,68.8,66.4,3.29,10.67,3.68,10.28,110.26,90
"353",2,"Cincinnati",15,"Georgia State",68,53,"Cincinnati","region3",2018,"AAC",31,5,74.3,57.5,65,16.72,3.53,3.05,17.2,113.38,82.87,"Sun Belt",24,11,74.7,67.3,71.3,7.37,-2.78,0.04,3.18,106,99.93
"354",16,"UMBC",9,"Kansas State",43,50,"Kansas State","region3",2018,"AEC",25,11,73.1,68.5,68.7526315789474,1.35189101071262,-3.84,-0.297284583139264,-0.263479273404751,105.6,99,"Big 12",25,12,71.1,67,64.9,4.11,8.74,1.46,11.38,110.73,91.61
"355",5,"Kentucky",13,"Buffalo",95,75,"Kentucky","region3",2018,"SEC",26,11,76.8,70.2,67.3,6.51,10.73,9.26,7.98,116.16,91.12,"MAC (East)",27,9,84.6,76.2,74.5,8.47,0.25,11.64,-3.66,112.66,100.78
"356",11,"Loyola (IL)",3,"Tennessee",63,62,"Loyola (IL)","region3",2018,"MVC",32,6,71.6,62.6,63.7,9.05,1.8,0.65,9.72,110.59,93.84,"SEC",26,9,73.8,65.7,69.4,8.09,10.12,5.78,12.42,115.38,88.25
"357",7,"Nevada",2,"Cincinnati",75,73,"Nevada","region3",2018,"MWC",29,8,82.6,73.1,70.7,9.51,4.93,12.64,1.8,119.02,97.88,"AAC",31,5,74.3,57.5,65,16.72,3.53,3.05,17.2,113.38,82.87
"358",9,"Kansas State",5,"Kentucky",61,58,"Kansas State","region3",2018,"Big 12",25,12,71.1,67,64.9,4.11,8.74,1.46,11.38,110.73,91.61,"SEC",26,11,76.8,70.2,67.3,6.51,10.73,9.26,7.98,116.16,91.12
"359",11,"Loyola (IL)",7,"Nevada",69,68,"Loyola (IL)","region3",2018,"MVC",32,6,71.6,62.6,63.7,9.05,1.8,0.65,9.72,110.59,93.84,"MWC",29,8,82.6,73.1,70.7,9.51,4.93,12.64,1.8,119.02,97.88
"360",9,"Kansas State",11,"Loyola (IL)",62,78,"Loyola (IL)","region3",2018,"Big 12",25,12,71.1,67,64.9,4.11,8.74,1.46,11.38,110.73,91.61,"MVC",32,6,71.6,62.6,63.7,9.05,1.8,0.65,9.72,110.59,93.84
"361",1,"Xavier",16,"Texas Southern",102,83,"Xavier","region4",2018,"Big East",29,6,84.4,74.7,66.5,9.63,9.43,15.18,3.88,121.03,94.08,"SWAC",16,20,77.4,79.4,76.3,-2,-5.53,2.19,-9.71,101.48,110.91
"362",8,"Missouri",9,"Florida State",54,67,"Florida State","region4",2018,"SEC",20,13,72.7,68.1,66.1,4.64,9.19,4.1,9.71,112.73,92.5,"ACC",23,12,80.2,72.9,69.5,7.29,8.5,12,3.78,114.82,92.47
"363",5,"Ohio State",12,"South Dakota State",81,73,"Ohio State","region4",2018,"Big Ten",25,9,76.2,67.6,66.7,8.65,9.02,7.67,10,116.79,90.38,"Summit",28,7,84.5,74.3,72.8,10.26,-0.38,8.68,-1.84,111.87,101.55
"364",4,"Gonzaga",13,"UNC Greensboro",68,64,"Gonzaga","region4",2018,"WCC",32,5,83.5,67.7,71.7,15.84,2.6,12.4,6.04,118.31,91.42,"Southern",27,8,73.2,62.5,69.9,10.66,-3.87,-3.77,8.3,102.85,94.43
"365",6,"Houston",11,"San Diego State",67,65,"Houston","region4",2018,"AAC",27,8,76.7,64.9,67.3,11.83,4.16,7.34,8.65,114.31,90.59,"MWC",22,11,77.1,67.9,68.9,9.24,3.91,4.84,7.39,110.6,92.77
"366",3,"Michigan",14,"Montana",61,47,"Michigan","region4",2018,"Big Ten",33,8,73.6,63.3,65.4,10.32,9.41,4.22,14.81,114.94,86.75,"Big Sky",26,8,77.2,68.5,68.6,8.71,-2.24,2.31,3.97,106.22,96.64
"367",7,"Texas A&M",10,"Providence",73,69,"Texas A&M","region4",2018,"SEC",22,13,75.2,70.5,69.4,4.69,10.62,6.36,8.95,111.39,89.51,"Big East",21,14,73.6,72.7,68.8,0.89,10.23,3.47,7.65,108.9,92.55
"368",2,"UNC",15,"Lipscomb",84,66,"UNC","region4",2018,"ACC",26,11,81.6,73.3,75.9,8.3,11.78,15.41,4.66,119.93,91.4,"A-Sun",23,10,82.1,77.7,74.9,4.36,-3.8,4.74,-6.84,100.62,102.25
"369",1,"Xavier",9,"Florida State",70,75,"Florida State","region4",2018,"Big East",29,6,84.4,74.7,66.5,9.63,9.43,15.18,3.88,121.03,94.08,"ACC",23,12,80.2,72.9,69.5,7.29,8.5,12,3.78,114.82,92.47
"370",5,"Ohio State",4,"Gonzaga",84,90,"Gonzaga","region4",2018,"Big Ten",25,9,76.2,67.6,66.7,8.65,9.02,7.67,10,116.79,90.38,"WCC",32,5,83.5,67.7,71.7,15.84,2.6,12.4,6.04,118.31,91.42
"371",6,"Houston",3,"Michigan",63,64,"Michigan","region4",2018,"AAC",27,8,76.7,64.9,67.3,11.83,4.16,7.34,8.65,114.31,90.59,"Big Ten",33,8,73.6,63.3,65.4,10.32,9.41,4.22,14.81,114.94,86.75
"372",7,"Texas A&M",2,"UNC",86,65,"Texas A&M","region4",2018,"SEC",22,13,75.2,70.5,69.4,4.69,10.62,6.36,8.95,111.39,89.51,"ACC",26,11,81.6,73.3,75.9,8.3,11.78,15.41,4.66,119.93,91.4
"373",9,"Florida State",4,"Gonzaga",75,60,"Florida State","region4",2018,"ACC",23,12,80.2,72.9,69.5,7.29,8.5,12,3.78,114.82,92.47,"WCC",32,5,83.5,67.7,71.7,15.84,2.6,12.4,6.04,118.31,91.42
"374",3,"Michigan",7,"Texas A&M",99,72,"Michigan","region4",2018,"Big Ten",33,8,73.6,63.3,65.4,10.32,9.41,4.22,14.81,114.94,86.75,"SEC",22,13,75.2,70.5,69.4,4.69,10.62,6.36,8.95,111.39,89.51
"375",9,"Florida State",3,"Michigan",54,58,"Michigan","region4",2018,"ACC",23,12,80.2,72.9,69.5,7.29,8.5,12,3.78,114.82,92.47,"Big Ten",33,8,73.6,63.3,65.4,10.32,9.41,4.22,14.81,114.94,86.75
"376",1,"Villanova",1,"Kansas",95,79,"Villanova","final four",2018,"Big East",36,4,86.6,70.2,65,16.4,10.24,17.8,8.84,127.92,89.79,"Big 12",31,8,81.4,71.9,70.3,9.51,11.88,13.58,7.81,122.39,91.96
"377",11,"Loyola (IL)",3,"Michigan",57,69,"Michigan","final four",2018,"MVC",32,6,71.6,62.6,63.7,9.05,1.8,0.65,9.72,110.59,93.84,"Big Ten",33,8,73.6,63.3,65.4,10.32,9.41,4.22,14.81,114.94,86.75
"378",1,"Villanova",3,"Michigan",79,62,"Villanova","championship",2018,"Big East",36,4,86.6,70.2,65,16.4,10.24,17.8,8.84,127.92,89.79,"Big Ten",33,8,73.6,63.3,65.4,10.32,9.41,4.22,14.81,114.94,86.75
